driver_name,car_number,team_name,manufacturer,season_year,race_number,race_pos,quali_pos,stage_1_pos,stage_2_pos,stage_3_pos,laps_led,status,season_points,finish_position_points,stage_points,playoff_points
Chad Finchum,66,Power Source,Ford,2024,19,38,38,0,0,0,0,electrical,0,1,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,20,1,8,6,2,0,8,running,54,40,14,5
Tyler Reddick,45,23XI Racing,Toyota,2024,20,2,4,9,0,0,0,running,37,35,2,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,20,3,2,3,0,0,17,running,42,34,8,0
Joey Hand,60,RFK Racing,Ford,2024,20,4,38,0,1,0,7,running,43,33,10,1
Michael McDowell,34,Front Row Motorsports,Ford,2024,20,5,3,0,0,0,0,running,32,32,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,20,6,33,0,8,0,0,running,34,31,3,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,20,7,26,8,0,0,0,running,33,30,3,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,20,8,27,0,0,0,0,running,29,29,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,20,9,19,0,0,0,0,running,28,28,0,0
Ryan Blaney,12,Team Penske,Ford,2024,20,10,17,0,0,0,0,running,27,27,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,20,11,9,10,0,0,0,running,27,26,1,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,20,12,35,0,7,0,0,running,29,25,4,0
Bubba Wallace,23,23XI Racing,Toyota,2024,20,13,6,7,0,0,0,running,28,24,4,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,20,14,28,0,6,0,0,running,28,23,5,0
Austin Cindric,2,Team Penske,Ford,2024,20,15,21,0,0,0,0,running,22,22,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,20,16,23,0,0,0,0,running,21,21,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,20,17,30,0,0,0,3,running,20,20,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,20,18,10,0,3,0,0,running,27,19,8,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,20,19,15,0,0,0,0,running,18,18,0,0
Chris Buescher,17,RFK Racing,Ford,2024,20,20,16,0,0,0,0,running,17,17,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,20,21,18,0,0,0,0,running,16,16,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,20,22,14,0,0,0,0,running,15,15,0,0
Joey Logano,22,Team Penske,Ford,2024,20,23,32,0,0,0,0,running,14,14,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,20,24,13,0,4,0,0,running,20,13,7,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,20,25,31,0,9,0,0,running,14,12,2,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,20,26,40,0,0,0,0,running,11,11,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,20,27,20,0,0,0,0,running,10,10,0,0
Josh Bilicki,66,Power Source,Ford,2024,20,28,39,0,0,0,0,running,0,9,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,20,29,25,0,0,0,0,running,8,8,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,20,30,11,0,10,0,0,running,8,7,1,0
Austin Hill,33,Richard Childress Racing,Chevrolet,2024,20,31,34,0,0,0,0,running,0,6,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,20,32,22,4,0,0,0,running,12,5,7,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,20,33,24,0,5,0,0,running,10,4,6,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,20,34,29,0,0,0,0,running,3,3,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,20,35,12,0,0,0,0,running,2,2,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,20,36,36,0,0,0,0,running,1,1,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,20,37,7,2,0,0,14,crash,10,1,9,0
A.J. Allmendinger,13,Kaulig Racing,Chevrolet,2024,20,38,37,0,0,0,0,crash,0,1,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,20,39,1,5,0,0,0,crash,7,1,6,0
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,20,40,5,1,0,0,9,crash,0,1,10,0
Ryan Blaney,12,Team Penske,Ford,2024,21,1,8,0,0,0,44,running,40,40,0,5
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,21,2,4,2,1,0,31,running,54,35,19,1
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,21,3,6,6,7,0,0,running,43,34,9,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,21,4,2,4,4,0,0,running,47,33,14,0
Joey Logano,22,Team Penske,Ford,2024,21,5,10,7,9,0,3,running,38,32,6,0
Tyler Reddick,45,23XI Racing,Toyota,2024,21,6,7,3,10,0,0,running,40,31,9,0
Brad Keselowski,6,RFK Racing,Ford,2024,21,7,14,8,3,0,20,running,41,30,11,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,21,8,3,1,0,0,14,running,39,29,10,1
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,21,9,11,5,2,0,0,running,43,28,15,0
Bubba Wallace,23,23XI Racing,Toyota,2024,21,10,29,0,0,0,0,running,27,27,0,0
Chris Buescher,17,RFK Racing,Ford,2024,21,11,18,0,0,0,19,running,26,26,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,21,12,13,9,8,0,0,running,30,25,5,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,21,13,12,0,6,0,0,running,29,24,5,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,21,14,23,10,5,0,0,running,30,23,7,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,21,15,28,0,0,0,0,running,22,22,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,21,16,16,0,0,0,0,running,21,21,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,21,17,15,0,0,0,0,running,20,20,0,0
Austin Cindric,2,Team Penske,Ford,2024,21,18,20,0,0,0,0,running,19,19,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,21,19,30,0,0,0,0,running,18,18,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,21,20,5,0,0,0,8,running,17,17,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2024,21,21,26,0,0,0,0,running,0,16,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,21,22,34,0,0,0,0,running,15,15,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,21,23,17,0,0,0,0,running,14,14,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,21,24,21,0,0,0,0,running,13,13,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,21,25,27,0,0,0,0,suspension,12,12,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,21,26,35,0,0,0,0,overheating,11,11,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,21,27,1,0,0,0,21,engine,10,10,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,21,28,32,0,0,0,0,crash,9,9,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,21,29,9,0,0,0,0,crash,8,8,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,21,30,36,0,0,0,0,crash,7,7,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,21,31,22,0,0,0,0,crash,6,6,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,21,32,24,0,0,0,0,crash,5,5,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,21,33,31,0,0,0,0,crash,4,4,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,21,34,33,0,0,0,0,crash,3,3,0,0
J.J. Yeley,44,NY Racing Team,Chevrolet,2024,21,35,37,0,0,0,0,fuel pump,0,2,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,21,36,19,0,0,0,0,crash,1,1,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,21,37,25,0,0,0,0,crash,1,1,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,22,1,5,2,0,0,8,running,49,40,9,5
Tyler Reddick,45,23XI Racing,Toyota,2024,22,2,1,5,6,0,40,running,46,35,11,0
Ryan Blaney,12,Team Penske,Ford,2024,22,3,7,3,4,0,0,running,49,34,15,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,22,4,18,0,9,0,2,running,35,33,2,0
Bubba Wallace,23,23XI Racing,Toyota,2024,22,5,17,0,1,0,26,running,42,32,10,1
Todd Gilliland,38,Front Row Motorsports,Ford,2024,22,6,24,0,0,0,1,running,31,31,0,0
Austin Cindric,2,Team Penske,Ford,2024,22,7,38,0,0,0,0,running,30,30,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,22,8,25,0,0,0,0,running,29,29,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,22,9,21,10,0,0,3,running,29,28,1,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,22,10,3,0,2,0,1,running,36,27,9,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,22,11,9,9,7,0,0,running,32,26,6,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,22,12,30,0,0,0,0,running,25,25,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,22,13,11,0,0,0,0,running,24,24,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,22,14,19,0,0,0,0,running,23,23,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,22,15,28,0,0,0,8,running,22,22,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,22,16,8,6,0,0,1,running,26,21,5,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,22,17,27,0,0,0,0,running,20,20,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,22,18,36,0,0,0,0,running,19,19,0,0
Ty Dillon,33,Richard Childress Racing,Chevrolet,2024,22,19,22,0,0,0,0,running,0,18,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,22,20,35,0,0,0,0,running,17,17,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,22,21,26,0,0,0,35,running,16,16,0,0
Chris Buescher,17,RFK Racing,Ford,2024,22,22,23,0,0,0,0,running,15,15,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,22,23,6,8,0,0,0,running,17,14,3,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,22,24,20,0,10,0,0,running,14,13,1,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,22,25,34,0,0,0,5,running,12,12,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,22,26,31,0,0,0,0,crash,11,11,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,22,27,14,0,8,0,0,running,13,10,3,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,22,28,29,0,0,0,0,running,9,9,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,22,29,10,0,5,0,16,crash,14,8,6,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,22,30,32,0,0,0,0,crash,7,7,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,22,31,13,7,0,0,0,crash,10,6,4,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,22,32,2,1,3,0,21,crash,23,5,18,1
Jimmie Johnson,84,Legacy Motor Club,Toyota,2024,22,33,33,0,0,0,0,crash,4,4,0,0
Joey Logano,22,Team Penske,Ford,2024,22,34,12,0,0,0,0,crash,3,3,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,22,35,37,0,0,0,0,crash,2,2,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,22,36,16,0,0,0,0,crash,1,1,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2024,22,37,15,0,0,0,0,crash,0,1,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,22,38,4,4,0,0,0,crash,8,1,7,0
B.J. McLeod,66,Power Source,Ford,2024,22,39,39,0,0,0,0,engine,0,1,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,23,1,6,7,5,0,35,running,50,40,10,5
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,23,2,1,2,3,0,124,running,52,35,17,0
Tyler Reddick,45,23XI Racing,Toyota,2024,23,3,10,9,7,0,8,running,40,34,6,0
Bubba Wallace,23,23XI Racing,Toyota,2024,23,4,8,5,8,0,0,running,42,33,9,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,23,5,22,0,0,0,0,running,32,32,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,23,6,5,1,2,0,122,running,50,31,19,1
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,23,7,15,0,0,0,17,running,30,30,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,23,8,19,0,9,0,2,running,31,29,2,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,23,9,4,6,10,0,5,running,34,28,6,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,23,10,21,0,1,0,93,running,37,27,10,1
Ryan Blaney,12,Team Penske,Ford,2024,23,11,11,0,0,0,0,running,26,26,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,23,12,12,0,0,0,0,running,25,25,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,23,13,13,0,0,0,0,running,24,24,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,23,14,3,10,0,0,0,running,24,23,1,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,23,15,28,0,6,0,0,running,27,22,5,0
Brad Keselowski,6,RFK Racing,Ford,2024,23,16,29,0,0,0,0,running,21,21,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,23,17,23,0,0,0,0,running,20,20,0,0
Chris Buescher,17,RFK Racing,Ford,2024,23,18,7,8,0,0,0,running,22,19,3,0
Joey Logano,22,Team Penske,Ford,2024,23,19,9,4,4,0,2,running,32,18,14,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,23,20,16,0,0,0,0,running,17,17,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,23,21,25,0,0,0,0,running,16,16,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,23,22,14,0,0,0,0,running,15,15,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,23,23,20,0,0,0,0,running,14,14,0,0
Austin Cindric,2,Team Penske,Ford,2024,23,24,18,0,0,0,0,running,13,13,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,23,25,26,0,0,0,0,running,12,12,0,0
Ty Dillon,16,Kaulig Racing,Chevrolet,2024,23,26,30,0,0,0,0,running,0,11,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,23,27,36,0,0,0,0,running,10,10,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,23,28,17,0,0,0,0,running,9,9,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,23,29,27,0,0,0,0,running,8,8,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,23,30,32,0,0,0,0,running,7,7,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,23,31,35,0,0,0,0,running,6,6,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,23,32,31,0,0,0,0,running,5,5,0,0
Riley Herbst,15,Rick Ware Racing,Ford,2024,23,33,34,0,0,0,0,running,0,4,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,23,34,24,0,0,0,0,running,3,3,0,0
Parker Retzlaff,66,Power Source,Ford,2024,23,35,37,0,0,0,0,running,0,2,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,23,36,33,0,0,0,0,crash,1,1,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,23,37,2,3,0,0,0,engine,9,1,8,0
Tyler Reddick,45,23XI Racing,Toyota,2024,24,1,2,0,0,0,15,running,40,40,0,5
William Byron,24,Hendrick Motorsports,Chevrolet,2024,24,2,9,3,4,0,20,running,50,35,15,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,24,3,19,0,3,0,2,running,42,34,8,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,24,4,13,6,1,0,24,running,48,33,15,1
Brad Keselowski,6,RFK Racing,Ford,2024,24,5,15,7,6,0,2,running,41,32,9,0
Chris Buescher,17,RFK Racing,Ford,2024,24,6,18,5,0,0,0,running,37,31,6,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,24,7,27,0,0,0,0,running,30,30,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,24,8,12,0,0,0,7,running,29,29,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,24,9,1,0,0,0,0,running,-47,28,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,24,10,11,0,0,0,3,running,27,27,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,24,11,26,0,0,0,0,running,26,26,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,24,12,25,0,0,0,0,running,25,25,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,24,13,30,0,0,0,2,running,24,24,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,24,14,34,0,0,0,5,running,23,23,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,24,15,6,2,0,0,29,running,31,22,9,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,24,16,28,0,8,0,0,running,24,21,3,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,24,17,10,0,5,0,0,running,26,20,6,0
Ryan Blaney,12,Team Penske,Ford,2024,24,18,8,1,10,0,15,running,30,19,11,1
Michael McDowell,34,Front Row Motorsports,Ford,2024,24,19,17,0,0,0,0,running,18,18,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,24,20,29,0,0,0,0,running,17,17,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,24,21,36,0,9,0,0,running,18,16,2,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,24,22,16,0,0,0,4,running,15,15,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,24,23,32,0,0,0,0,running,14,14,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,24,24,24,8,7,0,28,running,20,13,7,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,24,25,7,10,2,0,4,running,22,12,10,0
Bubba Wallace,23,23XI Racing,Toyota,2024,24,26,5,4,0,0,5,running,18,11,7,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,24,27,22,9,0,0,0,running,12,10,2,0
Austin Cindric,2,Team Penske,Ford,2024,24,28,23,0,0,0,0,running,9,9,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,24,29,33,0,0,0,0,running,8,8,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2024,24,30,35,0,0,0,0,running,0,7,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,24,31,21,0,0,0,0,suspension,6,6,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,24,32,31,0,0,0,0,crash,5,5,0,0
Joey Logano,22,Team Penske,Ford,2024,24,33,14,0,0,0,0,crash,4,4,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,24,34,4,0,0,0,41,crash,3,3,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,24,35,3,0,0,0,0,crash,2,2,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,24,36,20,0,0,0,0,crash,1,1,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,25,1,20,0,0,0,1,running,40,40,0,5
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,25,2,11,0,7,0,8,running,39,35,4,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,25,3,27,0,0,0,0,running,34,34,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,25,4,33,0,0,0,0,running,33,33,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,25,5,26,0,0,0,0,running,32,32,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,25,6,18,0,10,0,16,running,32,31,1,0
Parker Retzlaff,62,Beard Motorsports,Chevrolet,2024,25,7,29,0,0,0,0,running,0,30,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,25,8,12,7,3,0,8,running,41,29,12,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,25,9,28,0,0,0,0,running,28,28,0,0
Chris Buescher,17,RFK Racing,Ford,2024,25,10,13,3,9,0,10,running,37,27,10,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,25,11,37,0,0,0,1,running,26,26,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,25,12,24,0,0,0,0,running,25,25,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,25,13,30,0,0,0,0,running,24,24,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,25,14,6,0,0,0,2,running,23,23,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,25,15,31,0,0,0,0,running,22,22,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,25,16,21,0,0,0,0,running,21,21,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,25,17,40,0,0,0,0,running,20,20,0,0
Austin Cindric,2,Team Penske,Ford,2024,25,18,8,4,0,0,15,running,26,19,7,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2024,25,19,38,0,0,0,0,running,0,18,0,0
Joey Gase,44,NY Racing Team,Chevrolet,2024,25,20,39,0,0,0,0,running,0,17,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,25,21,9,10,4,0,5,running,24,16,8,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,25,22,16,0,0,0,0,running,15,15,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,25,23,2,6,5,0,5,running,25,14,11,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,25,24,17,0,0,0,0,running,13,13,0,0
Austin Hill,33,Richard Childress Racing,Chevrolet,2024,25,25,23,0,0,0,0,crash,0,12,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,25,26,5,1,0,0,9,crash,21,11,10,1
William Byron,24,Hendrick Motorsports,Chevrolet,2024,25,27,7,9,8,0,1,crash,15,10,5,0
Tyler Reddick,45,23XI Racing,Toyota,2024,25,28,25,0,0,0,0,crash,9,9,0,0
Ryan Blaney,12,Team Penske,Ford,2024,25,29,14,5,2,0,0,crash,23,8,15,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,25,30,1,8,0,0,26,crash,10,7,3,0
Joey Logano,22,Team Penske,Ford,2024,25,31,3,2,1,0,34,crash,25,6,19,1
Justin Haley,51,Rick Ware Racing,Ford,2024,25,32,36,0,6,0,21,crash,10,5,5,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,25,33,35,0,0,0,2,crash,4,4,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,25,34,34,0,0,0,0,running,3,3,0,0
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,25,35,32,0,0,0,0,engine,0,2,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,25,36,10,0,0,0,0,crash,1,1,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,25,37,15,0,0,0,0,crash,1,1,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,25,38,19,0,0,0,0,crash,1,1,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,25,39,4,0,0,0,0,dvp,1,1,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,25,40,22,0,0,0,0,fire,1,1,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,26,1,3,3,2,0,29,running,57,40,17,5
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,26,2,17,0,0,0,0,running,35,35,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,26,3,9,5,5,0,1,running,46,34,12,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,26,4,4,1,1,0,263,running,53,33,20,2
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,26,5,22,0,0,0,3,running,32,32,0,0
Chris Buescher,17,RFK Racing,Ford,2024,26,6,10,10,0,0,0,running,32,31,1,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,26,7,14,6,3,0,21,running,43,30,13,0
Joey Logano,22,Team Penske,Ford,2024,26,8,23,0,0,0,0,running,29,29,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,26,9,19,0,0,0,0,running,28,28,0,0
Tyler Reddick,45,23XI Racing,Toyota,2024,26,10,6,4,8,0,1,running,37,27,10,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,26,11,20,0,0,0,0,running,26,26,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,26,12,30,0,0,0,0,running,25,25,0,0
Austin Cindric,2,Team Penske,Ford,2024,26,13,11,0,0,0,0,running,24,24,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,26,14,12,0,10,0,0,running,24,23,1,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,26,15,16,0,0,0,0,running,22,22,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,26,16,1,2,9,0,37,running,32,21,11,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,26,17,33,0,0,0,0,running,20,20,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,26,18,32,0,0,0,0,running,19,19,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,26,19,27,0,0,0,0,running,18,18,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,26,20,13,7,6,0,1,running,26,17,9,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,26,21,24,0,0,0,0,running,16,16,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,26,22,36,0,0,0,0,running,15,15,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,26,23,26,0,0,0,0,running,14,14,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,26,24,28,0,0,0,0,running,13,13,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,26,25,18,0,0,0,0,running,12,12,0,0
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,26,26,34,0,0,0,4,running,0,11,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,26,27,21,0,0,0,0,running,10,10,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,26,28,31,0,0,0,0,running,9,9,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,26,29,25,0,0,0,0,running,8,8,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,26,30,8,8,4,0,2,crash,17,7,10,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,26,31,15,9,7,0,5,crash,12,6,6,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,26,32,29,0,0,0,0,crash,5,5,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,26,33,2,0,0,0,0,crash,4,4,0,0
