driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating,season_year,race_number
Ty Dillon,30,29,26,21,37,30.0,9,102,93,0,0.0,21,0,0.0,0.0,0.0,407,39.8,2024,23
Justin Haley,36,31,27,23,36,31.0,8,104,96,0,0.0,2,0,0.0,0.0,0.0,406,43.4,2024,23
Alex Bowman,17,23,28,6,32,23.0,-15,111,126,8,7.2,1,3,0.7,0.0,0.0,406,50.7,2024,23
Erik Jones,27,32,29,17,35,29.0,3,99,96,0,0.0,9,0,0.0,0.0,0.0,406,41.7,2024,23
Daniel Hemric,32,30,30,29,36,32.0,-1,94,95,0,0.0,2,0,0.0,0.0,0.0,406,35.3,2024,23
John H. Nemechek,35,33,31,28,37,33.0,-3,79,82,0,0.0,3,0,0.0,0.0,0.0,405,31.5,2024,23
Harrison Burton,31,34,32,28,37,32.0,-5,57,62,0,0.0,1,0,0.0,0.0,0.0,405,35.9,2024,23
Riley Herbst,34,35,33,26,37,34.0,-3,82,85,0,0.0,3,0,0.0,0.0,0.0,405,31.3,2024,23
Corey LaJoie,24,36,34,23,37,33.0,-5,59,64,0,0.0,18,0,0.0,0.0,0.0,404,34.5,2024,23
Parker Retzlaff,37,37,35,32,37,36.0,-1,19,20,0,0.0,2,0,0.0,0.0,0.0,402,24.4,2024,23
Ricky Stenhouse Jr,33,9,36,2,33,17.0,14,132,118,44,33.3,2,205,51.6,0.0,0.0,397,51.1,2024,23
Martin Truex Jr,2,11,37,2,21,18.0,-37,62,99,37,59.7,4,245,98.0,0.0,0.0,250,86.8,2024,23
Tyler Reddick,2,12,1,1,33,10.0,4,122,118,62,50.8,25,159,77.2,15.0,7.3,206,118.0,2024,24
William Byron,9,7,2,1,32,8.0,24,111,87,64,57.7,7,175,85.0,20.0,9.7,206,113.8,2024,24
Ty Gibbs,19,19,3,1,31,12.0,4,112,108,34,30.4,17,107,51.9,2.0,1.0,206,100.5,2024,24
Kyle Busch,13,8,4,1,25,8.0,4,93,89,57,61.3,1,161,78.2,24.0,11.7,206,100.5,2024,24
Brad Keselowski,15,1,5,1,30,12.0,4,120,116,49,40.8,7,143,69.4,2.0,1.0,206,94.3,2024,24
Chris Buescher,18,11,6,2,29,15.0,23,132,109,48,36.4,14,118,57.3,0.0,0.0,206,90.5,2024,24
Zane Smith,27,29,7,3,34,23.0,16,141,125,33,23.4,1,51,24.8,0.0,0.0,206,57.1,2024,24
Daniel Suarez,12,21,8,1,31,16.0,-3,135,138,43,31.9,0,102,49.5,7.0,3.4,206,78.9,2024,24
Denny Hamlin,1,17,9,1,36,17.0,-2,129,131,41,31.8,8,92,44.7,0.0,0.0,206,79.7,2024,24
Carson Hocevar,11,20,10,1,36,17.0,7,127,120,51,40.2,0,112,54.4,3.0,1.5,206,78.5,2024,24
Ryan Preece,26,28,11,4,32,21.0,-1,135,136,32,23.7,0,48,23.3,0.0,0.0,206,56.8,2024,24
Noah Gragson,25,27,12,6,33,21.0,-12,122,134,27,22.1,0,42,20.4,0.0,0.0,206,55.5,2024,24
Ricky Stenhouse Jr,30,25,13,1,32,17.0,9,131,122,39,29.8,0,85,41.3,2.0,1.0,206,68.2,2024,24
Harrison Burton,34,26,14,1,36,22.0,-25,136,161,29,21.3,0,48,23.3,5.0,2.4,206,56.2,2024,24
Chase Elliott,6,5,15,1,31,6.0,-9,104,113,56,53.8,11,191,92.7,29.0,14.1,206,105.3,2024,24
Erik Jones,28,18,16,3,35,19.0,20,174,154,32,18.4,0,51,24.8,0.0,0.0,206,70.8,2024,24
Austin Dillon,10,31,17,3,35,17.0,-12,130,142,40,30.8,0,108,52.4,0.0,0.0,206,67.2,2024,24
Ryan Blaney,8,16,18,1,31,10.0,-2,102,104,46,45.1,2,160,77.7,15.0,7.3,206,91.9,2024,24
Michael McDowell,17,33,19,3,36,25.0,-21,95,116,18,18.9,0,35,17.0,0.0,0.0,206,40.8,2024,24
Justin Haley,29,35,20,19,36,30.0,7,62,55,0,0.0,5,0,0.0,0.0,0.0,206,50.7,2024,24
Cody Ware,36,32,21,4,36,26.0,-20,94,114,16,17.0,0,30,14.6,0.0,0.0,206,38.7,2024,24
Josh Berry,16,34,22,1,36,26.0,-27,100,127,13,13.0,0,26,12.6,4.0,1.9,206,38.8,2024,24
Daniel Hemric,32,24,23,3,34,21.0,2,132,130,18,13.6,0,25,12.1,0.0,0.0,206,48.5,2024,24
Martin Truex Jr,24,3,24,1,26,10.0,28,114,86,72,63.2,26,154,74.8,28.0,13.6,206,91.8,2024,24
Ross Chastain,7,6,25,1,27,12.0,0,119,119,56,47.1,2,157,76.6,4.0,2.0,205,75.7,2024,24
Bubba Wallace,5,4,26,1,32,14.0,3,88,85,41,46.6,14,108,52.7,5.0,2.4,205,65.9,2024,24
Alex Bowman,22,9,27,3,28,14.0,0,123,123,52,42.3,2,131,63.9,0.0,0.0,205,65.2,2024,24
Austin Cindric,23,30,28,9,34,24.0,-11,70,81,8,11.4,0,6,2.9,0.0,0.0,204,47.3,2024,24
John H. Nemechek,33,36,29,19,36,31.0,-10,33,43,0,0.0,0,0,0.0,0.0,0.0,202,27.2,2024,24
A.J. Allmendinger,35,14,30,6,36,24.0,17,65,48,19,29.2,2,43,21.5,0.0,0.0,200,48.2,2024,24
Chase Briscoe,21,23,31,3,32,23.0,5,85,80,27,31.8,0,39,24.8,0.0,0.0,157,50.7,2024,24
Corey LaJoie,31,13,32,9,35,24.0,4,94,90,19,20.2,0,51,37.8,0.0,0.0,135,47.3,2024,24
Joey Logano,14,15,33,2,33,22.0,-11,53,64,35,66.0,1,97,82.9,0.0,0.0,117,62.0,2024,24
Kyle Larson,4,2,34,1,31,18.0,4,66,62,33,50.0,6,109,94.8,41.0,35.7,115,96.2,2024,24
Christopher Bell,3,10,35,2,21,20.0,1,49,48,27,55.1,6,109,94.8,0.0,0.0,115,79.8,2024,24
Todd Gilliland,20,22,36,5,35,28.0,-19,70,89,13,18.6,0,17,14.9,0.0,0.0,114,36.2,2024,24
Harrison Burton,20,12,1,1,39,16.0,-18,305,323,148,48.5,1,84,51.2,1.0,0.6,164,86.3,2024,25
Kyle Busch,11,5,2,1,20,8.0,8,415,407,324,78.1,1,152,92.7,8.0,4.9,164,96.4,2024,25
Christopher Bell,27,14,3,2,31,15.0,1,445,444,215,48.3,2,92,56.1,0.0,0.0,164,85.6,2024,25
Cody Ware,33,20,4,3,38,22.0,21,343,322,97,28.3,8,43,26.2,0.0,0.0,164,68.6,2024,25
Ty Gibbs,26,17,5,4,28,19.0,-11,366,377,72,19.7,0,39,23.8,0.0,0.0,164,79.0,2024,25
Bubba Wallace,18,11,6,1,27,11.0,27,382,355,275,72.0,0,130,79.3,16.0,9.8,164,94.5,2024,25
Parker Retzlaff,29,25,7,2,39,28.0,-39,143,182,13,9.1,7,14,8.5,0.0,0.0,164,53.7,2024,25
Brad Keselowski,12,6,8,1,32,9.0,-2,377,379,295,78.2,4,133,81.1,8.0,4.9,164,91.1,2024,25
Daniel Hemric,28,19,9,3,34,20.0,-9,369,378,110,29.8,5,44,26.8,0.0,0.0,164,69.9,2024,25
Chris Buescher,13,9,10,1,29,11.0,11,399,388,276,69.2,2,123,75.0,10.0,6.1,164,89.5,2024,25
Carson Hocevar,37,29,11,1,40,30.0,-3,105,108,11,10.5,9,8,4.9,1.0,0.6,164,51.3,2024,25
Ross Chastain,24,32,12,4,34,24.0,-7,231,238,117,50.6,7,40,24.4,0.0,0.0,164,63.5,2024,25
Zane Smith,30,13,13,5,37,21.0,13,291,278,73,25.1,2,49,29.9,0.0,0.0,164,67.8,2024,25
Chase Briscoe,6,27,14,1,37,21.0,-52,262,314,125,47.7,3,53,32.3,2.0,1.2,164,67.2,2024,25
John H. Nemechek,31,24,15,1,36,19.0,11,257,246,86,33.5,3,54,32.9,0.0,0.0,164,75.9,2024,25
Alex Bowman,21,31,16,5,35,23.0,10,357,347,57,16.0,4,27,16.5,0.0,0.0,164,65.1,2024,25
Erik Jones,40,30,17,3,40,22.0,29,387,358,88,22.7,9,29,17.7,0.0,0.0,164,64.1,2024,25
Austin Cindric,8,15,18,1,23,7.0,-23,402,425,324,80.6,1,146,89.0,15.0,9.1,164,94.8,2024,25
B.J. McLeod,38,22,19,2,39,25.0,-4,207,211,14,6.8,5,15,9.1,0.0,0.0,164,56.4,2024,25
Joey Gase,39,28,20,17,40,32.0,-39,30,69,0,0.0,0,0,0.0,0.0,0.0,164,38.5,2024,25
Kyle Larson,9,2,21,1,32,10.0,22,393,371,331,84.2,2,131,80.4,5.0,3.1,163,91.9,2024,25
Austin Dillon,16,18,22,1,34,19.0,-21,334,355,165,49.4,1,60,37.0,0.0,0.0,162,73.8,2024,25
Todd Gilliland,2,3,23,1,31,12.0,19,423,404,274,64.8,0,113,69.8,5.0,3.1,162,80.9,2024,25
Martin Truex Jr,17,34,24,4,38,30.0,3,138,135,0,0.0,3,2,1.2,0.0,0.0,161,46.9,2024,25
Austin Hill,23,23,25,2,37,23.0,-31,243,274,68,28.0,1,33,20.8,0.0,0.0,159,59.2,2024,25
Josh Berry,5,21,26,1,23,8.0,-30,343,373,289,84.3,1,139,88.0,9.0,5.7,158,98.0,2024,25
William Byron,7,10,27,1,32,16.0,2,431,429,228,52.9,6,86,54.4,1.0,0.6,158,83.4,2024,25
Tyler Reddick,25,7,28,1,33,21.0,19,366,347,93,25.4,6,39,25.0,0.0,0.0,156,72.7,2024,25
Ryan Blaney,14,4,29,2,25,12.0,5,389,384,272,69.9,2,117,76.0,0.0,0.0,154,82.0,2024,25
Michael McDowell,1,8,30,1,18,9.0,-4,322,326,283,87.9,1,147,97.4,26.0,17.2,151,95.2,2024,25
Joey Logano,3,1,31,1,28,7.0,3,306,303,287,93.8,1,146,96.7,34.0,22.5,151,103.6,2024,25
Justin Haley,36,16,32,1,38,17.0,58,318,260,113,35.5,8,80,53.0,21.0,13.9,151,85.3,2024,25
Ricky Stenhouse Jr,35,26,33,1,39,28.0,-18,171,189,18,10.5,9,8,5.3,2.0,1.3,151,51.7,2024,25
Corey LaJoie,34,35,34,6,36,30.0,32,248,216,39,15.7,2,9,6.8,0.0,0.0,132,43.0,2024,25
Shane Van Gisbergen,32,33,35,6,39,31.0,15,93,78,26,28.0,2,18,22.5,0.0,0.0,80,30.5,2024,25
Chase Elliott,10,36,36,2,31,30.0,-18,181,199,29,16.0,0,10,16.4,0.0,0.0,61,46.8,2024,25
Noah Gragson,15,37,37,6,35,33.0,0,139,139,35,25.2,2,8,13.6,0.0,0.0,59,35.2,2024,25
Denny Hamlin,19,38,38,9,38,31.0,5,215,210,57,26.5,1,11,18.6,0.0,0.0,59,50.8,2024,25
Ryan Preece,4,39,39,3,39,35.0,-23,106,129,34,32.1,1,10,16.9,0.0,0.0,59,29.8,2024,25
Daniel Suarez,22,40,40,3,37,35.0,-1,130,131,76,58.5,0,18,48.6,0.0,0.0,37,48.2,2024,25
Chase Briscoe,3,2,1,1,20,3.0,4,97,93,53,54.6,29,365,99.5,29.0,7.9,367,127.4,2024,26
Kyle Busch,17,11,2,1,32,14.0,15,195,180,82,42.1,15,218,59.4,0.0,0.0,367,90.5,2024,26
Christopher Bell,9,3,3,1,14,6.0,3,90,87,72,80.0,12,367,100.0,1.0,0.3,367,109.9,2024,26
Kyle Larson,4,1,4,1,21,2.0,0,78,78,47,60.3,40,364,99.2,263.0,71.7,367,140.5,2024,26
Ross Chastain,22,14,5,1,24,14.0,3,155,152,58,37.4,6,218,59.4,3.0,0.8,367,86.8,2024,26
Chris Buescher,10,10,6,4,26,11.0,-9,118,127,62,52.5,2,335,91.3,0.0,0.0,367,89.9,2024,26
Denny Hamlin,14,5,7,1,23,6.0,13,139,126,85,61.2,47,348,94.8,21.0,5.7,367,107.1,2024,26
Joey Logano,23,19,8,5,31,14.0,0,154,154,50,32.5,0,210,57.2,0.0,0.0,367,83.3,2024,26
Corey LaJoie,19,17,9,5,31,21.0,-7,154,161,14,9.1,3,35,9.5,0.0,0.0,367,67.2,2024,26
Tyler Reddick,6,6,10,1,20,6.0,-9,98,107,68,69.4,9,355,96.7,1.0,0.3,367,106.0,2024,26
Chase Elliott,20,23,11,2,31,20.0,-2,142,144,29,20.4,5,65,17.7,0.0,0.0,367,70.4,2024,26
Ryan Preece,30,12,12,4,33,16.0,20,155,135,35,22.6,1,190,51.8,0.0,0.0,367,79.7,2024,26
Austin Cindric,11,27,13,11,34,25.0,-11,85,96,12,14.1,0,55,15.0,0.0,0.0,367,63.0,2024,26
Brad Keselowski,12,24,14,6,27,12.0,-9,158,167,63,39.9,2,319,86.9,0.0,0.0,367,83.8,2024,26
Austin Dillon,16,20,15,2,27,17.0,1,139,138,56,40.3,2,188,51.2,0.0,0.0,367,76.1,2024,26
Bubba Wallace,1,8,16,1,19,7.0,-10,92,102,60,65.2,5,342,93.2,37.0,10.1,367,94.7,2024,26
Todd Gilliland,33,13,17,3,33,17.0,16,143,127,35,24.5,5,169,46.0,0.0,0.0,367,72.3,2024,26
Daniel Suarez,32,18,18,8,33,21.0,17,150,133,17,11.3,1,63,17.2,0.0,0.0,366,55.7,2024,26
Alex Bowman,27,21,19,12,30,22.0,3,142,139,6,4.2,1,8,2.2,0.0,0.0,366,53.4,2024,26
Ty Gibbs,13,7,20,1,20,8.0,-2,99,101,66,66.7,5,347,94.8,1.0,0.3,366,82.3,2024,26
Harrison Burton,24,25,21,4,33,25.0,1,145,144,8,5.5,4,4,1.1,0.0,0.0,365,53.7,2024,26
Ricky Stenhouse Jr,36,30,22,22,36,29.0,-2,86,88,0,0.0,2,0,0.0,0.0,0.0,365,40.6,2024,26
Zane Smith,26,26,23,19,34,28.0,5,114,109,0,0.0,1,0,0.0,0.0,0.0,364,44.1,2024,26
Erik Jones,28,15,24,3,31,21.0,-5,143,148,16,11.2,17,45,12.4,0.0,0.0,364,67.8,2024,26
John H. Nemechek,18,29,25,5,32,28.0,-13,118,131,6,5.1,6,10,2.7,0.0,0.0,364,47.7,2024,26
Shane Van Gisbergen,34,31,26,1,36,28.0,1,109,108,8,7.3,10,19,5.2,4.0,1.1,364,43.8,2024,26
Justin Haley,21,33,27,3,35,31.0,-12,72,84,7,9.7,22,5,1.4,0.0,0.0,363,46.4,2024,26
Michael McDowell,31,32,28,17,34,27.0,-6,111,117,0,0.0,27,0,0.0,0.0,0.0,363,42.2,2024,26
Daniel Hemric,25,28,29,10,33,30.0,-10,124,134,4,3.2,9,1,0.3,0.0,0.0,362,37.3,2024,26
William Byron,8,4,30,1,20,7.0,0,95,95,67,70.5,7,340,98.8,2.0,0.6,344,92.7,2024,26
Josh Berry,15,9,31,1,25,10.0,7,143,136,76,53.1,16,322,93.9,5.0,1.5,343,81.2,2024,26
Noah Gragson,29,22,32,6,34,20.0,19,176,157,28,15.9,1,51,14.9,0.0,0.0,343,54.7,2024,26
Carson Hocevar,2,16,33,2,26,17.0,-16,118,134,37,31.4,5,138,41.2,0.0,0.0,335,60.3,2024,26
Kaz Grala,35,35,34,29,36,34.0,-4,28,32,0,0.0,2,0,0.0,0.0,0.0,332,30.1,2024,26
Timmy Hill,37,34,35,4,37,34.0,0,44,44,6,13.6,0,5,1.8,0.0,0.0,278,27.2,2024,26
Martin Truex Jr,5,36,36,5,36,36.0,-1,1,2,1,100.0,0,2,100.0,0.0,0.0,2,25.3,2024,26
Ryan Blaney,7,37,37,7,9,37.0,0,3,3,3,100.0,0,2,100.0,0.0,0.0,2,23.3,2024,26
Joey Logano,7,6,1,1,27,9.0,-5,339,344,292,86.1,2,238,89.5,9.0,3.4,266,107.0,2024,27
Daniel Suarez,30,4,2,1,34,12.0,45,354,309,247,69.8,6,185,69.5,9.0,3.4,266,102.1,2024,27
Ryan Blaney,2,2,3,1,32,6.0,24,286,262,223,78.0,6,239,89.9,33.0,12.4,266,119.7,2024,27
Christopher Bell,26,22,4,4,35,17.0,51,328,277,133,40.5,10,102,38.3,0.0,0.0,266,84.6,2024,27
Alex Bowman,11,3,5,1,14,5.0,5,356,351,334,93.8,2,266,100.0,5.0,1.9,266,115.9,2024,27
Tyler Reddick,23,21,6,6,35,18.0,38,320,282,120,37.5,4,91,34.2,0.0,0.0,266,79.2,2024,27
Kyle Busch,15,13,7,1,26,12.0,-3,287,290,210,73.2,5,176,66.2,24.0,9.0,266,92.5,2024,27
Chase Elliott,16,7,8,3,18,9.0,9,330,321,311,94.2,5,262,98.5,0.0,0.0,266,97.2,2024,27
William Byron,9,5,9,1,14,6.0,-3,299,302,293,98.0,2,266,100.0,2.0,0.8,266,104.8,2024,27
Austin Cindric,5,1,10,1,24,7.0,5,220,215,154,70.0,5,224,84.2,92.0,34.6,266,109.7,2024,27
Daniel Hemric,14,20,11,4,33,20.0,-2,275,277,31,11.3,7,53,19.9,0.0,0.0,266,69.2,2024,27
Justin Haley,29,15,12,1,31,17.0,17,363,346,141,38.8,6,111,41.7,0.0,0.0,266,78.0,2024,27
Ross Chastain,18,11,13,1,25,7.0,9,299,290,280,93.6,5,258,97.0,13.0,4.9,266,101.7,2024,27
Ricky Stenhouse Jr,27,8,14,2,34,14.0,35,328,293,213,64.9,4,168,63.2,0.0,0.0,266,89.5,2024,27
Corey LaJoie,25,23,15,9,29,20.0,-13,295,308,62,21.0,4,55,20.7,0.0,0.0,266,65.5,2024,27
Carson Hocevar,32,34,16,2,36,30.0,-4,124,128,0,0.0,14,2,0.8,1.0,0.4,266,52.1,2024,27
Ty Gibbs,20,18,17,1,34,12.0,23,272,249,178,65.4,6,189,71.1,37.0,13.9,266,91.2,2024,27
Ryan Preece,21,29,18,1,38,29.0,-18,161,179,0,0.0,4,4,1.5,2.0,0.8,266,46.0,2024,27
Brad Keselowski,19,9,19,6,36,19.0,8,322,314,124,38.5,6,76,28.6,0.0,0.0,266,71.7,2024,27
Austin Dillon,8,17,20,5,32,19.0,-30,274,304,74,27.0,5,69,25.9,0.0,0.0,266,62.4,2024,27
Zane Smith,34,27,21,9,34,26.0,-20,232,252,4,1.7,11,5,1.9,0.0,0.0,266,50.9,2024,27
Michael McDowell,1,25,22,1,34,14.0,-28,276,304,140,50.7,5,155,58.3,30.0,11.3,266,73.8,2024,27
J.J. Yeley,37,36,23,2,38,33.0,-27,50,77,0,0.0,3,8,3.0,0.0,0.0,266,36.6,2024,27
Denny Hamlin,38,32,24,2,38,31.0,-28,91,119,0,0.0,4,1,0.4,0.0,0.0,266,39.8,2024,27
B.J. McLeod,36,31,25,1,36,32.0,-17,67,84,0,0.0,3,3,1.1,1.0,0.4,266,36.9,2024,27
Erik Jones,33,12,26,5,35,23.0,28,272,244,101,37.1,9,64,24.1,0.0,0.0,266,53.7,2024,27
Todd Gilliland,3,10,27,3,30,13.0,-35,298,333,217,72.8,4,181,68.0,0.0,0.0,266,72.0,2024,27
Josh Berry,4,30,28,3,36,24.0,-49,103,152,36,35.0,5,67,25.2,0.0,0.0,266,45.2,2024,27
Bubba Wallace,24,28,29,1,34,19.0,11,263,252,56,21.3,9,65,24.4,8.0,3.0,266,54.1,2024,27
Cody Ware,31,35,30,17,38,31.0,-47,94,141,0,0.0,7,0,0.0,0.0,0.0,266,34.4,2024,27
Harrison Burton,12,14,31,8,31,16.0,-14,323,337,153,47.4,5,127,47.9,0.0,0.0,265,62.2,2024,27
Shane Van Gisbergen,28,33,32,19,37,31.0,-4,121,125,0,0.0,12,0,0.0,0.0,0.0,264,40.3,2024,27
John H. Nemechek,35,24,33,20,36,30.0,7,163,156,0,0.0,6,0,0.0,0.0,0.0,262,36.2,2024,27
Noah Gragson,13,26,34,12,36,23.0,-17,298,315,55,18.5,8,24,9.3,0.0,0.0,258,45.2,2024,27
Martin Truex Jr,22,16,35,8,35,20.0,40,204,164,122,59.8,4,110,43.3,0.0,0.0,254,50.8,2024,27
Chris Buescher,17,19,36,7,35,25.0,-10,188,198,45,23.9,7,36,17.6,0.0,0.0,205,52.5,2024,27
Kyle Larson,6,37,37,1,6,30.0,3,54,51,54,100.0,3,55,100.0,0.0,0.0,55,64.4,2024,27
Chase Briscoe,10,38,38,5,16,32.0,-4,34,38,34,100.0,1,55,100.0,0.0,0.0,55,48.8,2024,27
Chris Buescher,24,6,1,1,32,10.0,2,85,83,27,31.8,4,63,68.5,19.0,20.7,92,117.7,2024,28
Shane Van Gisbergen,3,2,2,1,33,6.0,-8,53,61,22,41.5,18,84,91.3,1.0,1.1,92,123.9,2024,28
Carson Hocevar,29,7,3,1,29,12.0,8,76,68,25,32.9,4,62,67.4,1.0,1.1,92,103.6,2024,28
Ross Chastain,1,1,4,1,31,5.0,-19,52,71,19,36.5,15,84,91.3,51.0,55.4,92,136.6,2024,28
Zane Smith,19,24,5,2,30,14.0,19,84,65,23,27.4,2,50,54.3,0.0,0.0,92,93.7,2024,28
Chase Briscoe,12,4,6,2,34,10.0,20,68,48,21,30.9,0,68,73.9,0.0,0.0,92,98.7,2024,28
Michael McDowell,10,3,7,1,33,6.0,-16,59,75,27,45.8,1,87,94.6,7.0,7.6,92,113.9,2024,28
Corey LaJoie,18,5,8,1,24,9.0,-9,54,63,21,38.9,3,76,82.6,2.0,2.2,92,106.2,2024,28
Ryan Preece,21,23,9,7,36,21.0,44,99,55,14,14.1,5,32,34.8,0.0,0.0,92,73.6,2024,28
Austin Cindric,5,16,10,2,28,14.0,-5,61,66,22,36.1,0,54,58.7,0.0,0.0,92,84.8,2024,28
Noah Gragson,9,9,11,3,29,14.0,-34,48,82,17,35.4,0,63,68.5,0.0,0.0,92,88.3,2024,28
Kyle Larson,20,30,12,3,30,18.0,28,93,65,26,28.0,2,42,45.7,0.0,0.0,92,76.2,2024,28
Daniel Suarez,8,35,13,3,35,19.0,10,71,61,22,31.0,3,40,43.5,0.0,0.0,92,77.3,2024,28
Christopher Bell,17,15,14,9,33,21.0,-38,46,84,10,21.7,1,37,40.2,0.0,0.0,92,68.3,2024,28
Joey Logano,7,11,15,1,30,11.0,-15,55,70,16,29.1,0,63,68.5,6.0,6.5,92,89.7,2024,28
Todd Gilliland,37,26,16,11,37,25.0,-8,70,78,6,8.6,0,10,10.9,0.0,0.0,92,46.2,2024,28
Bubba Wallace,32,33,17,9,35,27.0,30,96,66,11,11.5,0,12,13.0,0.0,0.0,92,45.8,2024,28
Alex Bowman,4,17,18,1,31,15.0,22,68,46,12,17.6,0,33,35.9,1.0,1.1,92,71.7,2024,28
Chase Elliott,14,14,19,5,30,15.0,20,72,52,17,23.6,1,55,59.8,0.0,0.0,92,76.9,2024,28
Martin Truex Jr,2,10,20,1,29,11.0,-10,54,64,18,33.3,1,56,60.9,4.0,4.3,92,86.8,2024,28
John H. Nemechek,35,12,21,8,35,20.0,-13,72,85,10,13.9,0,33,35.9,0.0,0.0,92,61.7,2024,28
Ty Gibbs,15,21,22,4,32,18.0,-2,72,74,6,8.3,0,31,33.7,0.0,0.0,92,64.8,2024,28
Denny Hamlin,22,27,23,10,37,32.0,15,44,29,1,2.3,1,3,3.3,0.0,0.0,92,36.6,2024,28
Harrison Burton,33,28,24,6,35,23.0,9,78,69,12,15.4,0,15,16.3,0.0,0.0,92,52.0,2024,28
Josh Berry,31,13,25,4,31,16.0,-8,72,80,17,23.6,0,54,58.7,0.0,0.0,92,73.8,2024,28
Brad Keselowski,28,29,26,2,32,22.0,13,87,74,13,14.9,0,20,21.7,0.0,0.0,92,55.0,2024,28
Tyler Reddick,16,31,27,7,33,24.0,-1,66,67,15,22.7,0,25,27.2,0.0,0.0,92,47.3,2024,28
Austin Dillon,23,25,28,7,33,24.0,-20,78,98,9,11.5,0,9,9.8,0.0,0.0,92,41.8,2024,28
Justin Haley,36,18,29,15,36,24.0,10,82,72,2,2.4,0,0,0.0,0.0,0.0,92,51.5,2024,28
Kyle Busch,13,32,30,10,37,30.0,-28,42,70,12,28.6,0,9,9.8,0.0,0.0,92,38.3,2024,28
Daniel Hemric,27,20,31,10,32,24.0,25,78,53,2,2.6,0,6,6.5,0.0,0.0,92,45.8,2024,28
Juan Pablo Montoya,34,8,32,8,34,22.0,-19,78,97,9,11.5,1,35,38.5,0.0,0.0,91,52.9,2024,28
Erik Jones,25,34,33,8,35,26.0,12,62,50,4,6.5,2,11,12.2,0.0,0.0,90,52.1,2024,28
William Byron,11,22,34,4,34,17.0,8,64,56,12,18.8,0,49,54.4,0.0,0.0,90,67.0,2024,28
Kaz Grala,38,19,35,12,38,28.0,1,71,70,3,4.2,0,4,4.6,0.0,0.0,87,33.2,2024,28
A.J. Allmendinger,6,36,36,5,34,34.0,-30,1,31,1,100.0,0,5,83.3,0.0,0.0,6,28.7,2024,28
Ricky Stenhouse Jr,26,37,37,26,35,37.0,-8,5,13,0,0.0,0,0,0.0,0.0,0.0,2,25.2,2024,28
Ryan Blaney,30,38,38,30,30,38.0,-5,5,10,0,0.0,0,0,0.0,0.0,0.0,0,26.0,2024,28
Kyle Larson,2,1,1,1,7,1.0,3,5,2,5,100.0,81,500,100.0,462.0,92.4,500,149.7,2024,29
Chase Elliott,10,10,2,2,15,7.0,5,58,53,58,100.0,37,500,100.0,0.0,0.0,500,109.0,2024,29
Bubba Wallace,11,6,3,1,12,7.0,-1,45,46,45,100.0,21,500,100.0,1.0,0.2,500,103.9,2024,29
Denny Hamlin,8,3,4,2,11,5.0,3,65,62,65,100.0,33,500,100.0,0.0,0.0,500,114.2,2024,29
Christopher Bell,6,5,5,2,13,4.0,-1,37,38,37,100.0,30,500,100.0,0.0,0.0,500,115.9,2024,29
Ryan Blaney,22,9,6,4,22,9.0,16,73,57,62,84.9,14,442,88.4,0.0,0.0,500,96.7,2024,29
Ryan Preece,14,12,7,3,17,13.0,2,46,44,43,93.5,6,423,84.6,0.0,0.0,500,87.9,2024,29
Chase Briscoe,5,8,8,2,17,6.0,12,56,44,56,100.0,9,499,99.8,0.0,0.0,500,106.0,2024,29
Alex Bowman,1,7,9,1,11,6.0,-12,55,67,55,100.0,19,500,100.0,34.0,6.8,500,102.3,2024,29
Ross Chastain,12,14,10,8,21,14.0,-3,42,45,30,71.4,15,263,52.6,0.0,0.0,500,81.6,2024,29
Michael McDowell,18,17,11,9,18,14.0,0,48,48,40,83.3,3,354,70.9,0.0,0.0,499,76.4,2024,29
Noah Gragson,16,15,12,12,19,14.0,-1,49,50,47,95.9,12,484,97.0,0.0,0.0,499,77.3,2024,29
Austin Cindric,27,16,13,13,28,19.0,9,101,92,6,5.9,6,18,3.6,0.0,0.0,499,70.6,2024,29
Chris Buescher,17,20,14,5,25,18.0,-2,101,103,14,13.9,7,151,30.3,0.0,0.0,499,69.6,2024,29
Ty Gibbs,13,19,15,6,24,14.0,11,73,62,56,76.7,17,302,60.5,0.0,0.0,499,77.8,2024,29
Zane Smith,33,25,16,1,34,24.0,25,96,71,0,0.0,6,2,0.4,0.0,0.0,499,58.6,2024,29
William Byron,3,11,17,2,17,9.0,-16,40,56,36,90.0,5,488,97.8,0.0,0.0,499,81.7,2024,29
Carson Hocevar,7,18,18,4,24,16.0,-8,111,119,56,50.5,5,160,32.1,0.0,0.0,499,67.7,2024,29
Daniel Hemric,21,23,19,10,24,22.0,-1,99,100,0,0.0,3,3,0.6,0.0,0.0,499,55.8,2024,29
Tyler Reddick,15,4,20,1,23,19.0,-5,72,77,1,1.4,8,11,2.2,3.0,0.6,499,61.3,2024,29
Austin Dillon,30,22,21,17,30,22.0,-3,98,101,0,0.0,3,0,0.0,0.0,0.0,499,55.3,2024,29
Justin Haley,26,24,22,21,34,26.0,1,63,62,0,0.0,6,0,0.0,0.0,0.0,499,50.2,2024,29
