driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating,season_year,race_number
Landon Cassill,31,27,24,4,34,26.0,-4,73,77,9,12.3,0,15,5.6,0.0,0.0,266,40.3,2022,28
Brad Keselowski,26,17,25,10,30,22.0,-13,113,126,8,7.1,3,44,16.5,0.0,0.0,266,56.9,2022,28
Kyle Busch,20,13,26,3,30,19.0,28,129,101,48,37.2,5,93,35.1,0.0,0.0,265,58.1,2022,28
Cody Ware,30,28,27,2,34,27.0,-34,57,91,6,10.5,0,11,4.2,0.0,0.0,265,35.8,2022,28
J.J. Yeley,33,29,28,5,36,29.0,-7,43,50,0,0.0,0,6,2.3,0.0,0.0,264,32.5,2022,28
Erik Jones,24,22,29,10,31,23.0,-22,104,126,11,10.6,0,16,6.1,0.0,0.0,264,44.3,2022,28
Ricky Stenhouse Jr,35,31,30,1,35,23.0,31,72,41,27,37.5,15,67,25.6,0.0,0.0,262,68.4,2022,28
B.J. McLeod,34,30,31,3,36,31.0,-2,5,7,0,0.0,0,6,2.3,0.0,0.0,262,28.8,2022,28
Harrison Burton,18,32,32,17,33,29.0,-28,57,85,0,0.0,0,0,0.0,0.0,0.0,115,31.3,2022,28
Corey LaJoie,19,33,33,11,33,29.0,-10,49,59,0,0.0,0,3,2.6,0.0,0.0,114,32.5,2022,28
Ty Gibbs,16,34,34,12,33,29.0,-21,43,64,7,16.3,0,6,6.7,0.0,0.0,90,42.3,2022,28
Tyler Reddick,1,35,35,1,33,27.0,-1,6,7,6,100.0,17,65,97.0,38.0,56.7,67,94.2,2022,28
Kevin Harvick,14,36,36,3,21,33.0,4,14,10,12,85.7,0,31,93.9,0.0,0.0,33,37.7,2022,28
Chris Buescher,20,14,1,1,20,6.0,22,66,44,57,86.4,61,449,89.8,169.0,33.8,500,133.3,2022,29
Chase Elliott,23,4,2,2,28,11.0,25,154,129,92,59.7,16,378,75.6,0.0,0.0,500,96.3,2022,29
William Byron,16,7,3,2,23,9.0,9,89,80,69,77.5,7,424,84.8,0.0,0.0,500,99.3,2022,29
Christopher Bell,8,1,4,1,19,5.0,24,84,60,73,86.9,85,476,95.2,143.0,28.6,500,131.0,2022,29
Kyle Larson,5,9,5,1,17,6.0,17,109,92,109,100.0,43,495,99.0,34.0,6.8,500,117.4,2022,29
Ross Chastain,12,2,6,2,25,11.0,10,86,76,61,70.9,8,406,81.2,0.0,0.0,500,89.5,2022,29
A.J. Allmendinger,13,16,7,3,25,13.0,-7,103,110,52,50.5,3,305,61.0,0.0,0.0,500,81.0,2022,29
Cole Custer,11,17,8,2,32,12.0,-2,78,80,45,57.7,5,402,80.4,0.0,0.0,500,83.7,2022,29
Denny Hamlin,4,24,9,1,25,9.0,12,54,42,46,85.2,17,442,88.4,0.0,0.0,500,98.7,2022,29
Kevin Harvick,7,10,10,2,21,7.0,19,64,45,57,89.1,37,485,97.0,0.0,0.0,500,104.6,2022,29
Michael McDowell,18,12,11,5,27,14.0,-5,76,81,33,43.4,0,338,67.6,0.0,0.0,500,74.7,2022,29
Justin Haley,19,19,12,6,32,16.0,-9,112,121,55,49.1,4,340,68.0,0.0,0.0,500,70.2,2022,29
Brad Keselowski,10,13,13,1,20,8.0,6,68,62,43,63.2,52,417,83.6,109.0,21.8,499,107.6,2022,29
Chase Briscoe,2,3,14,2,19,11.0,4,85,81,73,85.9,2,476,95.6,0.0,0.0,498,83.4,2022,29
Corey LaJoie,31,25,15,5,34,22.0,-13,84,97,4,4.8,0,83,16.7,0.0,0.0,497,50.7,2022,29
Harrison Burton,27,15,16,6,35,22.0,8,52,44,14,26.9,0,47,9.5,0.0,0.0,497,56.5,2022,29
Cody Ware,32,27,17,14,33,24.0,-5,64,69,3,4.7,0,41,8.2,0.0,0.0,497,42.7,2022,29
Todd Gilliland,30,20,18,9,31,21.0,-7,108,115,16,14.8,1,51,10.3,0.0,0.0,496,46.7,2022,29
Daniel Suarez,29,11,19,5,33,19.0,-30,110,140,59,53.6,0,167,33.8,0.0,0.0,494,54.8,2022,29
Austin Cindric,9,31,20,9,36,27.0,-5,38,43,0,0.0,1,44,8.9,0.0,0.0,493,45.5,2022,29
Erik Jones,24,28,21,8,32,24.0,-2,100,102,0,0.0,0,2,0.4,0.0,0.0,492,44.2,2022,29
Landon Cassill,35,29,22,22,36,29.0,7,15,8,0,0.0,0,0,0.0,0.0,0.0,492,37.0,2022,29
J.J. Yeley,36,32,23,23,36,30.0,5,11,6,0,0.0,0,0,0.0,0.0,0.0,491,32.5,2022,29
B.J. McLeod,33,30,24,23,36,29.0,1,8,7,0,0.0,0,0,0.0,0.0,0.0,491,32.3,2022,29
Tyler Reddick,17,23,25,2,30,22.0,-12,90,102,22,24.4,1,84,17.9,0.0,0.0,469,52.2,2022,29
Ty Dillon,34,26,26,9,34,23.0,-27,93,120,8,8.6,0,20,4.4,0.0,0.0,457,41.7,2022,29
Joey Logano,15,18,27,4,30,16.0,-13,101,114,50,49.5,0,191,43.7,0.0,0.0,437,61.7,2022,29
Aric Almirola,1,21,28,1,31,19.0,-12,50,62,20,40.0,10,128,30.6,36.0,8.6,418,58.1,2022,29
Bubba Wallace,14,35,29,2,35,24.0,-20,36,56,23,63.9,12,143,35.0,0.0,0.0,408,81.1,2022,29
Ryan Blaney,6,36,30,1,36,29.0,5,22,17,20,90.9,12,91,26.9,9.0,2.7,338,54.2,2022,29
Austin Dillon,28,8,31,7,32,25.0,-9,104,113,11,10.6,1,35,12.5,0.0,0.0,279,47.1,2022,29
Alex Bowman,3,6,32,1,23,20.0,3,71,68,60,84.5,5,240,86.6,0.0,0.0,277,73.6,2022,29
Ricky Stenhouse Jr,26,22,33,13,29,26.0,2,111,109,13,11.7,0,32,11.6,0.0,0.0,276,48.5,2022,29
Kyle Busch,21,5,34,3,25,22.0,10,84,74,68,81.0,9,192,71.4,0.0,0.0,269,69.1,2022,29
Ty Gibbs,25,34,35,14,35,31.0,-10,59,69,0,0.0,9,4,1.5,0.0,0.0,265,41.7,2022,29
Martin Truex Jr,22,33,36,8,22,27.0,10,51,41,11,21.6,7,72,36.4,0.0,0.0,198,43.4,2022,29
Tyler Reddick,4,22,1,1,33,9.0,-11,86,97,55,64.0,38,255,76.3,70.0,21.0,334,130.1,2022,30
Joey Logano,2,18,2,1,27,9.0,20,94,74,52,55.3,5,241,72.2,15.0,4.5,334,111.6,2022,30
Justin Haley,31,23,3,3,33,18.0,16,119,103,23,19.3,3,120,35.9,0.0,0.0,334,75.4,2022,30
Ryan Blaney,14,3,4,1,22,10.0,23,87,64,59,67.8,18,273,81.7,29.0,8.7,334,104.7,2022,30
Chase Briscoe,30,26,5,3,32,20.0,-39,76,115,13,17.1,0,107,32.0,0.0,0.0,334,67.0,2022,30
Erik Jones,27,5,6,1,29,12.0,33,109,76,76,69.7,14,236,70.7,1.0,0.3,334,91.7,2022,30
William Byron,3,9,7,1,27,7.0,29,94,65,74,78.7,21,316,94.6,42.0,12.6,334,117.0,2022,30
Brad Keselowski,1,12,8,1,33,13.0,49,133,84,75,56.4,19,211,63.2,31.0,9.3,334,93.6,2022,30
Kyle Larson,9,4,9,1,30,10.0,51,107,56,58,54.2,24,259,77.5,19.0,5.7,334,101.3,2022,30
Denny Hamlin,8,10,10,1,29,11.0,26,117,91,56,47.9,9,236,70.7,2.0,0.6,334,93.0,2022,30
Michael McDowell,5,15,11,1,30,10.0,-2,87,89,66,75.9,4,289,86.5,12.0,3.6,334,96.1,2022,30
Daniel Suarez,10,11,12,1,29,12.0,-10,69,79,49,71.0,1,262,78.4,1.0,0.3,334,80.2,2022,30
Ross Chastain,12,2,13,1,27,10.0,30,94,64,54,57.4,7,269,80.5,1.0,0.3,334,89.6,2022,30
Corey LaJoie,29,25,14,10,33,23.0,-25,125,150,26,20.8,1,57,17.1,0.0,0.0,334,51.4,2022,30
Austin Cindric,11,17,15,5,32,17.0,25,129,104,45,34.9,4,141,42.2,0.0,0.0,334,70.2,2022,30
Ty Dillon,32,21,16,9,32,19.0,-23,107,130,24,22.4,1,65,19.5,0.0,0.0,334,59.2,2022,30
Austin Dillon,7,8,17,1,27,12.0,-22,76,98,50,65.8,3,230,68.9,3.0,0.9,334,76.9,2022,30
Harrison Burton,20,32,18,1,32,18.0,-21,99,120,56,56.6,3,141,42.2,15.0,4.5,334,65.9,2022,30
Kevin Harvick,23,14,19,1,29,16.0,4,88,84,43,48.9,0,170,50.9,9.0,2.7,334,67.7,2022,30
Ty Gibbs,16,24,20,11,31,22.0,-45,94,139,9,9.6,0,23,6.9,0.0,0.0,334,48.8,2022,30
Noah Gragson,26,13,21,6,31,18.0,-11,119,130,42,35.3,1,153,45.8,0.0,0.0,334,58.4,2022,30
Landon Cassill,35,28,22,16,35,26.0,-34,59,93,0,0.0,0,0,0.0,0.0,0.0,334,39.3,2022,30
Garrett Smithley,33,29,23,4,36,29.0,-11,18,29,0,0.0,0,5,1.5,0.0,0.0,334,36.8,2022,30
Aric Almirola,25,20,24,7,31,21.0,-20,98,118,13,13.3,0,41,12.3,0.0,0.0,334,47.2,2022,30
Bubba Wallace,19,7,25,3,36,22.0,-20,78,98,19,24.4,10,77,23.1,0.0,0.0,334,50.8,2022,30
B.J. McLeod,34,31,26,1,36,30.0,-7,12,19,0,0.0,0,5,1.5,1.0,0.3,333,32.5,2022,30
Ricky Stenhouse Jr,21,19,27,1,33,18.0,-7,103,110,12,11.7,3,88,26.4,23.0,6.9,333,52.7,2022,30
Todd Gilliland,28,27,28,1,33,24.0,-77,84,161,7,8.3,2,54,16.2,1.0,0.3,333,41.6,2022,30
Alex Bowman,17,33,29,8,34,26.0,6,22,16,15,68.2,1,53,16.1,0.0,0.0,329,63.8,2022,30
Chris Buescher,13,16,30,3,31,18.0,12,72,60,41,56.9,6,147,54.4,0.0,0.0,270,60.4,2022,30
Martin Truex Jr,15,6,31,1,31,15.0,53,119,66,64,53.8,15,206,77.2,15.0,5.6,267,75.1,2022,30
Chase Elliott,6,1,32,1,14,17.0,-6,23,29,23,100.0,12,184,100.0,44.0,23.9,184,106.8,2022,30
Cody Ware,36,30,33,19,36,33.0,-9,13,22,0,0.0,0,0,0.0,0.0,0.0,166,24.8,2022,30
Christopher Bell,22,34,34,6,33,26.0,23,62,39,30,48.4,0,74,54.4,0.0,0.0,136,48.5,2022,30
Cole Custer,24,35,35,20,27,32.0,-5,26,31,0,0.0,0,0,0.0,0.0,0.0,77,30.0,2022,30
Kyle Busch,18,36,36,4,20,33.0,10,15,5,9,60.0,0,22,45.8,0.0,0.0,48,33.0,2022,30
Chase Elliott,16,11,1,1,21,8.0,8,390,382,352,90.3,1,179,95.2,10.0,5.3,188,116.7,2022,31
Ryan Blaney,19,27,2,1,30,11.0,-16,277,293,140,50.5,3,113,60.1,31.0,16.5,188,101.2,2022,31
Michael McDowell,29,8,3,2,37,20.0,13,322,309,129,40.1,8,68,36.2,0.0,0.0,188,70.4,2022,31
Ross Chastain,6,7,4,1,23,6.0,-6,305,311,258,84.6,4,172,91.5,36.0,19.1,188,118.2,2022,31
Denny Hamlin,3,30,5,1,33,13.0,-4,315,319,252,80.0,2,129,68.6,20.0,10.6,188,87.1,2022,31
Erik Jones,12,5,6,1,25,7.0,18,366,348,294,80.3,2,163,86.7,23.0,12.2,188,113.3,2022,31
Todd Gilliland,34,3,7,1,36,11.0,8,312,304,199,63.8,2,130,69.1,1.0,0.5,188,95.2,2022,31
Daniel Suarez,14,25,8,1,30,13.0,5,306,301,209,68.3,4,116,61.7,2.0,1.1,188,88.2,2022,31
Austin Cindric,17,10,9,4,37,18.0,32,376,344,185,49.2,5,87,46.3,0.0,0.0,188,70.7,2022,31
Chase Briscoe,5,31,10,4,31,18.0,-3,356,359,159,44.7,3,82,43.6,0.0,0.0,188,72.2,2022,31
Landon Cassill,33,23,11,1,34,22.0,27,337,310,69,20.5,8,34,18.1,1.0,0.5,188,68.9,2022,31
William Byron,9,17,12,1,25,13.0,-5,377,382,251,66.6,7,127,67.6,1.0,0.5,188,93.2,2022,31
Austin Dillon,20,29,13,2,34,24.0,11,249,238,38,15.3,8,15,8.0,0.0,0.0,188,58.2,2022,31
Aric Almirola,4,1,14,1,27,9.0,-11,331,342,237,71.6,4,141,75.0,36.0,19.1,188,99.9,2022,31
Justin Haley,21,22,15,2,34,18.0,12,367,355,140,38.1,3,71,37.8,0.0,0.0,188,69.8,2022,31
Bubba Wallace,27,24,16,7,35,21.0,33,373,340,78,20.9,12,33,17.6,0.0,0.0,188,70.2,2022,31
Christopher Bell,1,19,17,1,32,16.0,-24,306,330,170,55.6,0,92,48.9,0.0,0.0,188,69.5,2022,31
Kyle Larson,2,4,18,1,24,11.0,-21,352,373,232,65.9,2,137,72.9,8.0,4.3,188,88.4,2022,31
Noah Gragson,7,12,19,4,34,18.0,20,363,343,131,36.1,9,74,39.4,0.0,0.0,188,81.3,2022,31
Kyle Busch,26,6,20,1,27,11.0,-9,323,332,264,81.7,2,158,84.0,3.0,1.6,188,82.1,2022,31
Cole Custer,28,9,21,1,29,14.0,0,404,404,244,60.4,6,120,63.8,2.0,1.1,188,83.6,2022,31
Ricky Stenhouse Jr,25,15,22,3,34,16.0,40,431,391,218,50.6,8,97,51.6,0.0,0.0,188,83.6,2022,31
Ty Dillon,30,20,23,3,36,22.0,8,267,259,32,12.0,8,13,6.9,0.0,0.0,188,59.6,2022,31
Brad Keselowski,18,16,24,1,36,20.0,-37,213,250,121,56.8,5,67,35.6,0.0,0.0,188,54.7,2022,31
Chris Buescher,23,18,25,1,37,21.0,-32,250,282,159,63.6,4,67,35.6,1.0,0.5,188,56.6,2022,31
Martin Truex Jr,22,26,26,1,36,29.0,-18,120,138,2,1.7,7,5,2.7,1.0,0.5,188,43.9,2022,31
Joey Logano,11,28,27,3,32,21.0,4,254,250,105,41.3,7,45,23.9,0.0,0.0,188,55.3,2022,31
Tyler Reddick,8,13,28,1,33,17.0,5,354,349,178,50.3,3,83,44.4,11.0,5.9,187,60.1,2022,31
Kevin Harvick,24,2,29,2,30,14.0,-27,228,255,155,68.0,2,111,59.4,0.0,0.0,187,64.9,2022,31
Justin Allgaier,31,32,30,3,36,31.0,-6,81,87,0,0.0,7,1,0.5,0.0,0.0,186,36.0,2022,31
J.J. Yeley,36,21,31,17,37,28.0,-26,88,114,0,0.0,2,0,0.0,0.0,0.0,184,35.6,2022,31
Cody Ware,37,33,32,4,37,31.0,-18,56,74,0,0.0,1,2,1.1,0.0,0.0,184,29.8,2022,31
B.J. McLeod,35,34,33,2,37,32.0,-12,43,55,0,0.0,3,2,1.1,0.0,0.0,182,27.5,2022,31
Daniel Hemric,13,14,34,6,34,18.0,-5,384,389,157,40.9,3,68,37.8,0.0,0.0,180,61.2,2022,31
Corey LaJoie,32,35,35,1,33,32.0,1,64,63,0,0.0,0,3,6.8,1.0,2.3,44,33.2,2022,31
Harrison Burton,15,36,36,9,25,33.0,-11,38,49,20,52.6,0,15,65.2,0.0,0.0,23,31.0,2022,31
Ty Gibbs,10,37,37,10,34,35.0,8,57,49,0,0.0,1,0,0.0,0.0,0.0,23,27.4,2022,31
Christopher Bell,8,8,1,1,28,9.0,-5,73,78,21,28.8,3,101,90.2,2.0,1.8,112,103.9,2022,32
Kevin Harvick,22,5,2,1,22,8.0,1,56,55,20,35.7,1,102,91.1,4.0,3.6,112,101.0,2022,32
Kyle Busch,20,9,3,3,34,15.0,-3,90,93,20,22.2,1,59,52.7,0.0,0.0,112,86.0,2022,32
A.J. Allmendinger,7,2,4,1,10,3.0,-9,26,35,16,61.5,24,112,100.0,24.0,21.4,112,119.0,2022,32
Justin Haley,13,4,5,2,13,6.0,-9,40,49,23,57.5,1,112,100.0,0.0,0.0,112,103.5,2022,32
Chris Buescher,21,13,6,6,35,18.0,6,115,109,19,16.5,1,62,55.4,0.0,0.0,112,75.0,2022,32
Bubba Wallace,14,21,7,7,39,24.0,-3,123,126,17,13.8,0,13,11.6,0.0,0.0,112,62.3,2022,32
Tyler Reddick,4,1,8,1,13,3.0,-14,45,59,20,44.4,15,112,100.0,21.0,18.8,112,115.9,2022,32
Chase Briscoe,17,18,9,4,29,16.0,41,104,63,27,26.0,0,59,52.7,0.0,0.0,112,89.8,2022,32
Austin Dillon,15,10,10,5,38,17.0,-6,106,112,32,30.2,2,62,55.4,0.0,0.0,112,89.9,2022,32
Erik Jones,26,12,11,1,28,15.0,-6,132,138,18,13.6,7,52,46.4,1.0,0.9,112,85.9,2022,32
Corey LaJoie,30,23,12,10,33,24.0,-13,123,136,12,9.8,0,13,11.6,0.0,0.0,112,71.5,2022,32
Denny Hamlin,24,17,13,7,36,21.0,20,99,79,12,12.1,0,13,11.6,0.0,0.0,112,61.8,2022,32
Brad Keselowski,31,16,14,5,33,19.0,2,107,105,19,17.8,0,25,22.3,0.0,0.0,112,64.0,2022,32
Aric Almirola,37,19,15,15,37,26.0,13,105,92,1,1.0,2,2,1.8,0.0,0.0,112,69.4,2022,32
William Byron,2,20,16,2,31,15.0,24,86,62,4,4.7,7,34,30.4,0.0,0.0,112,91.9,2022,32
Martin Truex Jr,19,14,17,8,27,16.0,-4,93,97,19,20.4,0,71,63.4,0.0,0.0,112,75.2,2022,32
Joey Logano,1,29,18,1,32,18.0,18,73,55,8,11.0,4,35,31.3,27.0,24.1,112,84.0,2022,32
Ricky Stenhouse Jr,25,24,19,15,35,26.0,-25,83,108,0,0.0,0,0,0.0,0.0,0.0,112,50.0,2022,32
Chase Elliott,9,3,20,1,26,5.0,-34,55,89,20,36.4,7,106,94.6,30.0,26.8,112,106.7,2022,32
Austin Cindric,5,27,21,5,32,19.0,14,93,79,18,19.4,2,36,32.1,0.0,0.0,112,60.9,2022,32
Ty Gibbs,16,15,22,8,23,16.0,-27,131,158,20,15.3,1,53,47.3,0.0,0.0,112,68.5,2022,32
Noah Gragson,29,11,23,5,29,15.0,-22,105,127,20,19.0,1,64,57.1,0.0,0.0,112,87.5,2022,32
Cole Custer,12,7,24,5,25,10.0,-9,81,90,24,29.6,0,102,91.1,0.0,0.0,112,80.5,2022,32
Ty Dillon,28,22,25,10,38,27.0,5,106,101,3,2.8,0,1,0.9,0.0,0.0,112,58.0,2022,32
Ryan Blaney,6,31,26,4,33,19.0,25,87,62,10,11.5,4,34,30.4,0.0,0.0,112,62.4,2022,32
Michael McDowell,11,6,27,1,27,8.0,-37,54,91,24,44.4,5,103,92.0,0.0,0.0,112,86.7,2022,32
Harrison Burton,23,32,28,2,37,23.0,9,53,44,10,18.9,0,26,23.4,0.0,0.0,111,59.2,2022,32
Mike Rockenfeller,34,35,29,23,38,33.0,-3,77,80,0,0.0,0,0,0.0,0.0,0.0,111,38.5,2022,32
Todd Gilliland,32,30,30,10,36,28.0,-6,94,100,4,4.3,1,2,1.8,0.0,0.0,111,39.5,2022,32
Josh Williams,38,36,31,23,39,34.0,8,66,58,0,0.0,0,0,0.0,0.0,0.0,110,31.7,2022,32
J.J. Yeley,35,38,32,31,38,35.0,1,48,47,0,0.0,0,0,0.0,0.0,0.0,110,30.0,2022,32
Loris Hezemans,36,34,33,24,38,34.0,10,72,62,0,0.0,0,0,0.0,0.0,0.0,110,32.3,2022,32
Conor Daly,39,37,34,34,39,37.0,5,26,21,0,0.0,0,0,0.0,0.0,0.0,109,28.8,2022,32
Kyle Larson,18,28,35,3,36,20.0,25,93,68,18,19.4,4,53,49.5,0.0,0.0,107,63.8,2022,32
Daniel Suarez,3,25,36,2,38,23.0,13,50,37,6,12.0,2,33,30.8,0.0,0.0,107,52.4,2022,32
Ross Chastain,10,26,37,1,37,24.0,9,103,94,11,10.7,1,26,25.2,3.0,2.9,103,46.9,2022,32
Joey Hand,27,33,38,13,36,32.0,-7,91,98,5,5.5,0,2,2.5,0.0,0.0,79,45.0,2022,32
Daniil Kvyat,33,39,39,33,35,38.0,-5,5,10,0,0.0,0,0,0.0,0.0,0.0,17,25.3,2022,32
Joey Logano,5,2,1,1,22,4.0,24,91,67,65,71.4,34,266,99.6,32.0,12.0,267,130.6,2022,33
Ross Chastain,11,3,2,1,23,6.0,4,65,61,44,67.7,23,262,98.1,68.0,25.5,267,122.7,2022,33
Kyle Busch,18,13,3,3,33,12.0,48,137,89,68,49.6,11,205,76.8,0.0,0.0,267,101.5,2022,33
Chase Briscoe,16,21,4,1,31,17.0,0,93,93,40,43.0,1,103,38.6,6.0,2.2,267,75.9,2022,33
Denny Hamlin,31,7,5,1,31,10.0,10,116,106,62,53.4,5,197,73.8,5.0,1.9,267,93.4,2022,33
Tyler Reddick,1,6,6,1,28,8.0,16,145,129,103,71.0,15,255,95.5,32.0,12.0,267,102.7,2022,33
Martin Truex Jr,27,12,7,3,33,13.0,50,175,125,74,42.3,19,186,69.7,0.0,0.0,267,87.0,2022,33
Erik Jones,22,14,8,4,33,14.0,2,127,125,70,55.1,0,152,56.9,0.0,0.0,267,79.8,2022,33
A.J. Allmendinger,21,15,9,4,24,16.0,18,129,111,59,45.7,3,152,56.9,0.0,0.0,267,75.2,2022,33
Austin Dillon,10,17,10,9,28,16.0,-18,113,131,38,33.6,0,129,48.3,0.0,0.0,267,74.7,2022,33
Noah Gragson,17,10,11,1,23,15.0,-20,116,136,54,46.6,4,130,48.7,0.0,0.0,267,73.0,2022,33
Kevin Harvick,13,8,12,4,30,11.0,12,116,104,68,58.6,4,234,87.6,0.0,0.0,267,83.3,2022,33
William Byron,3,5,13,2,25,8.0,-13,91,104,49,53.8,2,255,95.5,0.0,0.0,267,93.5,2022,33
Justin Haley,28,18,14,1,29,15.0,14,142,128,56,39.4,11,126,47.2,16.0,6.0,267,76.9,2022,33
Chris Buescher,12,29,15,2,35,26.0,-18,65,83,17,26.2,0,35,13.1,0.0,0.0,267,51.7,2022,33
Daniel Suarez,6,4,16,1,32,9.0,22,140,118,32,22.9,23,190,71.2,31.0,11.6,267,96.0,2022,33
Brad Keselowski,25,25,17,12,36,24.0,-2,103,105,16,15.5,1,13,4.9,0.0,0.0,267,54.6,2022,33
Aric Almirola,23,11,18,2,23,12.0,-20,97,117,51,52.6,7,195,73.0,0.0,0.0,267,76.7,2022,33
Michael McDowell,15,16,19,8,26,18.0,-16,106,122,25,23.6,0,49,18.4,0.0,0.0,267,60.2,2022,33
Cole Custer,24,27,20,15,36,27.0,-15,93,108,1,1.1,1,0,0.0,0.0,0.0,267,44.9,2022,33
Chase Elliott,20,20,21,3,28,19.0,-6,102,108,22,21.6,1,60,22.5,0.0,0.0,267,57.4,2022,33
Ty Gibbs,19,19,22,10,34,22.0,7,126,119,18,14.3,0,40,15.0,0.0,0.0,267,56.7,2022,33
Ricky Stenhouse Jr,29,30,23,1,31,26.0,7,76,69,6,7.9,2,3,1.1,1.0,0.4,267,44.7,2022,33
Corey LaJoie,30,23,24,11,33,24.0,-17,105,122,11,10.5,1,18,6.7,0.0,0.0,267,46.6,2022,33
Todd Gilliland,35,28,25,6,35,28.0,-7,84,91,3,3.6,0,5,1.9,0.0,0.0,267,37.3,2022,33
Harrison Burton,8,24,26,8,32,22.0,-30,95,125,11,11.6,0,23,8.6,0.0,0.0,266,50.7,2022,33
Cody Ware,34,31,27,27,36,32.0,0,24,24,0,0.0,0,0,0.0,0.0,0.0,264,32.5,2022,33
Ryan Blaney,4,1,28,1,31,7.0,9,67,58,50,74.6,27,224,86.2,39.0,15.0,260,104.7,2022,33
Austin Cindric,2,9,29,1,32,13.0,-20,59,79,48,81.4,9,206,79.5,8.0,3.1,259,80.6,2022,33
B.J. McLeod,36,32,30,26,36,33.0,2,16,14,0,0.0,1,0,0.0,0.0,0.0,256,29.3,2022,33
J.J. Yeley,26,33,31,8,36,33.0,-10,44,54,4,9.1,0,1,0.4,0.0,0.0,253,30.0,2022,33
Landon Cassill,32,26,32,2,34,27.0,-26,83,109,7,8.4,0,10,4.1,0.0,0.0,246,37.2,2022,33
Ty Dillon,33,22,33,5,33,25.0,-21,90,111,4,4.4,0,4,1.7,0.0,0.0,237,40.7,2022,33
Christopher Bell,7,34,34,2,17,24.0,6,37,31,27,73.0,3,93,98.9,0.0,0.0,94,66.8,2022,33
Kyle Larson,14,35,35,5,27,26.0,7,51,44,34,66.7,0,91,96.8,0.0,0.0,94,54.8,2022,33
Bubba Wallace,9,36,36,1,21,25.0,2,42,40,21,50.0,8,93,98.9,29.0,30.9,94,76.0,2022,33
Kyle Larson,5,1,1,1,6,1.0,7,26,19,26,100.0,109,267,100.0,199.0,74.5,267,150.0,2022,34
Ross Chastain,20,7,2,2,21,8.0,6,103,97,85,82.5,6,264,98.9,0.0,0.0,267,105.4,2022,34
A.J. Allmendinger,10,11,3,2,22,8.0,22,113,91,89,78.8,9,263,98.5,0.0,0.0,267,101.8,2022,34
Austin Dillon,32,22,4,4,32,12.0,23,109,86,59,54.1,1,191,71.5,0.0,0.0,267,89.9,2022,34
Brad Keselowski,9,5,5,3,13,7.0,0,72,72,59,81.9,2,267,100.0,0.0,0.0,267,102.8,2022,34
Martin Truex Jr,12,2,6,1,27,6.0,11,77,66,59,76.6,22,244,91.4,28.0,10.5,267,118.5,2022,34
Denny Hamlin,14,13,7,1,24,10.0,5,108,103,69,63.9,5,244,91.4,4.0,1.5,267,90.8,2022,34
Kevin Harvick,16,9,8,3,24,11.0,14,107,93,64,59.8,1,212,79.4,0.0,0.0,267,85.4,2022,34
Kyle Busch,11,12,9,5,23,15.0,-5,108,113,45,41.7,1,146,54.7,0.0,0.0,267,78.1,2022,34
Daniel Suarez,23,8,10,3,24,12.0,22,111,89,50,45.0,8,205,76.8,0.0,0.0,267,83.4,2022,34
Christopher Bell,2,18,11,1,24,12.0,-13,99,112,59,59.6,2,223,83.5,4.0,1.5,267,80.1,2022,34
William Byron,1,3,12,1,24,6.0,-15,58,73,36,62.1,17,221,82.8,32.0,12.0,267,110.2,2022,34
Chris Buescher,8,16,13,6,27,16.0,-14,83,97,26,31.3,0,95,35.6,0.0,0.0,267,70.8,2022,34
Chase Elliott,3,6,14,3,14,7.0,-21,60,81,47,78.3,2,267,100.0,0.0,0.0,267,96.2,2022,34
Ricky Stenhouse Jr,27,14,15,8,31,17.0,16,104,88,21,20.2,0,112,41.9,0.0,0.0,267,69.5,2022,34
Michael McDowell,18,21,16,16,30,22.0,3,93,90,0,0.0,0,0,0.0,0.0,0.0,267,56.8,2022,34
Ryan Blaney,13,4,17,2,23,8.0,-10,67,77,50,74.6,5,233,87.3,0.0,0.0,267,88.2,2022,34
Joey Logano,17,10,18,5,26,11.0,11,103,92,67,65.0,3,241,90.3,0.0,0.0,267,83.6,2022,34
Austin Cindric,26,15,19,9,31,21.0,-1,110,111,7,6.4,0,27,10.1,0.0,0.0,267,57.5,2022,34
Harrison Burton,21,17,20,16,35,22.0,-3,84,87,0,0.0,0,0,0.0,0.0,0.0,267,52.7,2022,34
Aric Almirola,28,20,21,12,29,22.0,3,90,87,5,5.6,0,7,2.6,0.0,0.0,267,53.7,2022,34
Ty Gibbs,6,25,22,4,28,21.0,-20,105,125,23,21.9,0,46,17.2,0.0,0.0,267,56.8,2022,34
Corey LaJoie,31,23,23,14,32,24.0,4,117,113,3,2.6,0,1,0.4,0.0,0.0,267,46.8,2022,34
Cole Custer,25,26,24,20,34,26.0,-5,93,98,0,0.0,0,0,0.0,0.0,0.0,266,45.2,2022,34
Noah Gragson,24,29,25,2,33,25.0,5,127,122,4,3.2,0,5,1.9,0.0,0.0,266,46.7,2022,34
Ty Dillon,30,28,26,23,33,28.0,-3,66,69,0,0.0,0,0,0.0,0.0,0.0,266,37.3,2022,34
