driver_name,season_year,race_number,race_season_points,wins,stage_wins,race_playoff_points,race_finish_points,race_stage_points
Ty Gibbs,2023,9,19,0,0,0,19,0
Michael McDowell,2023,9,18,0,0,0,18,0
Kevin Harvick,2023,9,32,0,1,1,17,15
Kyle Busch,2023,9,16,0,0,0,16,0
Tyler Reddick,2023,9,30,0,0,0,15,15
William Byron,2023,9,15,0,0,0,14,1
Brad Keselowski,2023,9,19,0,0,0,13,6
Todd Gilliland,2023,9,16,0,0,0,12,4
Corey LaJoie,2023,9,11,0,0,0,11,0
A.J. Allmendinger,2023,9,10,0,0,0,10,0
Justin Haley,2023,9,9,0,0,0,9,0
Harrison Burton,2023,9,8,0,0,0,8,0
Noah Gragson,2023,9,7,0,0,0,7,0
Erik Jones,2023,9,6,0,0,0,6,0
Ty Dillon,2023,9,5,0,0,0,5,0
Austin Cindric,2023,9,4,0,0,0,4,0
Zane Smith,2023,9,0,0,0,0,3,0
Anthony Alfredo,2023,9,0,0,0,0,2,0
J.J. Yeley,2023,9,0,0,0,0,1,0
Kyle Busch,2023,10,40,1,0,5,40,0
Ryan Blaney,2023,10,35,0,0,0,35,0
Chris Buescher,2023,10,34,0,0,0,34,0
Chase Briscoe,2023,10,33,0,0,0,33,0
Brad Keselowski,2023,10,32,0,0,0,32,0
Erik Jones,2023,10,31,0,0,0,31,0
William Byron,2023,10,37,0,0,0,30,7
Christopher Bell,2023,10,29,0,0,0,29,0
Daniel Suarez,2023,10,29,0,0,0,28,1
Todd Gilliland,2023,10,27,0,0,0,27,0
J.J. Yeley,2023,10,0,0,0,0,26,0
Chase Elliott,2023,10,44,0,1,1,25,19
Alex Bowman,2023,10,33,0,0,0,24,9
Ty Dillon,2023,10,23,0,0,0,23,0
Ricky Stenhouse Jr,2023,10,24,0,0,0,22,2
Tyler Reddick,2023,10,21,0,0,0,21,0
Denny Hamlin,2023,10,23,0,0,0,20,3
B.J. McLeod,2023,10,19,0,0,0,19,0
Justin Haley,2023,10,18,0,0,0,18,0
Riley Herbst,2023,10,0,0,0,0,17,0
Kevin Harvick,2023,10,24,0,0,0,16,8
Aric Almirola,2023,10,25,0,1,1,15,10
Ross Chastain,2023,10,22,0,0,0,14,8
Austin Hill,2023,10,0,0,0,0,13,0
Corey LaJoie,2023,10,12,0,0,0,12,0
Austin Cindric,2023,10,16,0,0,0,11,5
Martin Truex Jr,2023,10,15,0,0,0,10,5
Bubba Wallace,2023,10,16,0,0,0,9,7
A.J. Allmendinger,2023,10,8,0,0,0,8,0
Joey Logano,2023,10,10,0,0,0,7,3
Ty Gibbs,2023,10,6,0,0,0,6,0
Noah Gragson,2023,10,10,0,0,0,5,5
Kyle Larson,2023,10,10,0,0,0,4,6
Ryan Preece,2023,10,9,0,0,0,3,6
Michael McDowell,2023,10,2,0,0,0,2,0
Harrison Burton,2023,10,7,0,0,0,1,6
Zane Smith,2023,10,0,0,0,0,1,0
Austin Dillon,2023,10,1,0,0,0,1,0
Martin Truex Jr,2023,11,49,1,0,5,40,9
Ross Chastain,2023,11,51,0,1,1,35,16
Ryan Blaney,2023,11,50,0,0,0,34,16
William Byron,2023,11,52,0,1,1,33,19
Denny Hamlin,2023,11,47,0,0,0,32,15
Christopher Bell,2023,11,36,0,0,0,31,5
Tyler Reddick,2023,11,33,0,0,0,30,3
Brad Keselowski,2023,11,36,0,0,0,29,7
Chris Buescher,2023,11,37,0,0,0,28,9
Josh Berry,2023,11,0,0,0,0,27,0
Chase Elliott,2023,11,28,0,0,0,26,2
Bubba Wallace,2023,11,25,0,0,0,25,0
Ty Gibbs,2023,11,29,0,0,0,24,5
Corey LaJoie,2023,11,23,0,0,0,23,0
Ricky Stenhouse Jr,2023,11,23,0,0,0,22,1
Erik Jones,2023,11,21,0,0,0,21,0
Ryan Preece,2023,11,20,0,0,0,20,0
A.J. Allmendinger,2023,11,19,0,0,0,19,0
Kevin Harvick,2023,11,21,0,0,0,18,3
Harrison Burton,2023,11,17,0,0,0,17,0
Kyle Busch,2023,11,16,0,0,0,16,0
Michael McDowell,2023,11,15,0,0,0,15,0
Justin Haley,2023,11,14,0,0,0,14,0
Aric Almirola,2023,11,13,0,0,0,13,0
Todd Gilliland,2023,11,12,0,0,0,12,0
Austin Cindric,2023,11,11,0,0,0,11,0
Austin Dillon,2023,11,10,0,0,0,10,0
J.J. Yeley,2023,11,0,0,0,0,9,0
B.J. McLeod,2023,11,8,0,0,0,8,0
Chase Briscoe,2023,11,7,0,0,0,7,0
Joey Logano,2023,11,6,0,0,0,6,0
Kyle Larson,2023,11,5,0,0,0,5,0
Brennan Poole,2023,11,0,0,0,0,4,0
Noah Gragson,2023,11,3,0,0,0,3,0
Daniel Suarez,2023,11,2,0,0,0,2,0
Ty Dillon,2023,11,1,0,0,0,1,0
Denny Hamlin,2023,12,51,1,1,6,40,11
Kyle Larson,2023,12,38,0,0,0,35,3
William Byron,2023,12,34,0,0,0,34,0
Bubba Wallace,2023,12,37,0,0,0,33,4
Ross Chastain,2023,12,34,0,0,0,32,2
Joey Logano,2023,12,41,0,1,1,31,10
Chase Elliott,2023,12,30,0,0,0,30,0
Martin Truex Jr,2023,12,38,0,0,0,29,9
Tyler Reddick,2023,12,35,0,0,0,28,7
Austin Dillon,2023,12,31,0,0,0,27,4
Kevin Harvick,2023,12,26,0,0,0,26,0
Ricky Stenhouse Jr,2023,12,25,0,0,0,25,0
Aric Almirola,2023,12,24,0,0,0,24,0
A.J. Allmendinger,2023,12,29,0,0,0,23,6
Daniel Suarez,2023,12,28,0,0,0,22,6
Ryan Blaney,2023,12,24,0,0,0,21,3
Chris Buescher,2023,12,25,0,0,0,20,5
Justin Haley,2023,12,19,0,0,0,19,0
Brad Keselowski,2023,12,18,0,0,0,18,0
Corey LaJoie,2023,12,17,0,0,0,17,0
Erik Jones,2023,12,23,0,0,0,16,7
Ty Dillon,2023,12,18,0,0,0,15,3
J.J. Yeley,2023,12,0,0,0,0,14,0
Todd Gilliland,2023,12,13,0,0,0,13,0
Josh Berry,2023,12,0,0,0,0,12,0
Michael McDowell,2023,12,20,0,0,0,11,9
Ryan Preece,2023,12,10,0,0,0,10,0
Brennan Poole,2023,12,0,0,0,0,9,0
Noah Gragson,2023,12,16,0,0,0,8,8
Harrison Burton,2023,12,7,0,0,0,7,0
Austin Cindric,2023,12,6,0,0,0,6,0
Chase Briscoe,2023,12,5,0,0,0,5,0
Josh Bilicki,2023,12,4,0,0,0,4,0
Ty Gibbs,2023,12,11,0,0,0,3,8
Kyle Busch,2023,12,2,0,0,0,2,0
Christopher Bell,2023,12,6,0,0,0,1,5
William Byron,2023,13,56,1,0,5,40,16
Kevin Harvick,2023,13,42,0,0,0,35,7
Chase Elliott,2023,13,34,0,0,0,34,0
Brad Keselowski,2023,13,44,0,0,0,33,11
Bubba Wallace,2023,13,40,0,0,0,32,8
Harrison Burton,2023,13,31,0,0,0,31,0
Kyle Busch,2023,13,45,0,0,0,30,15
Justin Haley,2023,13,29,0,0,0,29,0
Ryan Blaney,2023,13,31,0,0,0,28,3
Chris Buescher,2023,13,27,0,0,0,27,0
Todd Gilliland,2023,13,26,0,0,0,26,0
Denny Hamlin,2023,13,25,0,0,0,25,0
Ricky Stenhouse Jr,2023,13,30,0,0,0,24,6
Christopher Bell,2023,13,29,0,0,0,23,6
Ryan Preece,2023,13,22,0,0,0,22,0
Ty Gibbs,2023,13,21,0,0,0,21,0
Chase Briscoe,2023,13,20,0,0,0,20,0
Joey Logano,2023,13,19,0,0,0,19,0
Austin Cindric,2023,13,18,0,0,0,18,0
Kyle Larson,2023,13,25,0,0,0,17,8
Aric Almirola,2023,13,16,0,0,0,16,0
Tyler Reddick,2023,13,7,0,0,0,15,2
A.J. Allmendinger,2023,13,14,0,0,0,14,0
Corey LaJoie,2023,13,13,0,0,0,13,0
Erik Jones,2023,13,12,0,0,0,12,0
Noah Gragson,2023,13,11,0,0,0,11,0
Ty Dillon,2023,13,10,0,0,0,10,0
Ryan Newman,2023,13,9,0,0,0,9,0
Ross Chastain,2023,13,25,0,1,1,8,17
Josh Berry,2023,13,0,0,0,0,7,0
Martin Truex Jr,2023,13,17,0,1,1,6,11
B.J. McLeod,2023,13,5,0,0,0,5,0
Michael McDowell,2023,13,4,0,0,0,4,0
Daniel Suarez,2023,13,3,0,0,0,3,0
Austin Dillon,2023,13,2,0,0,0,2,0
Brennan Poole,2023,13,0,0,0,0,1,0
Ryan Blaney,2023,14,64,1,1,6,40,24
William Byron,2023,14,55,0,1,1,35,20
Martin Truex Jr,2023,14,48,0,0,0,34,14
Bubba Wallace,2023,14,34,0,0,0,33,1
Tyler Reddick,2023,14,48,0,0,0,32,16
Kyle Busch,2023,14,39,0,0,0,31,8
Ricky Stenhouse Jr,2023,14,33,0,0,0,30,3
Chris Buescher,2023,14,39,0,1,1,29,10
Austin Dillon,2023,14,28,0,0,0,28,0
Zane Smith,2023,14,0,0,0,0,27,0
Kevin Harvick,2023,14,38,0,0,0,26,12
Alex Bowman,2023,14,26,0,0,0,25,1
Ryan Preece,2023,14,24,0,0,0,24,0
A.J. Allmendinger,2023,14,23,0,0,0,23,0
Justin Haley,2023,14,22,0,0,0,22,0
J.J. Yeley,2023,14,0,0,0,0,21,0
Corey LaJoie,2023,14,20,0,0,0,20,0
Harrison Burton,2023,14,19,0,0,0,19,0
Brad Keselowski,2023,14,29,0,0,0,18,11
Chase Briscoe,2023,14,-103,0,0,0,17,0
Joey Logano,2023,14,23,0,0,0,16,7
Ross Chastain,2023,14,17,0,0,0,15,2
Daniel Suarez,2023,14,14,0,0,0,14,0
Christopher Bell,2023,14,27,0,0,0,13,14
Aric Almirola,2023,14,12,0,0,0,12,0
Ty Gibbs,2023,14,21,0,0,0,11,10
Ty Dillon,2023,14,10,0,0,0,10,0
Michael McDowell,2023,14,9,0,0,0,9,0
B.J. McLeod,2023,14,8,0,0,0,8,0
Kyle Larson,2023,14,14,0,0,0,7,7
Austin Cindric,2023,14,6,0,0,0,6,0
Erik Jones,2023,14,-55,0,0,0,5,0
Todd Gilliland,2023,14,4,0,0,0,4,0
Chase Elliott,2023,14,3,0,0,0,3,0
Denny Hamlin,2023,14,7,0,0,0,2,5
Noah Gragson,2023,14,1,0,0,0,1,0
Jimmie Johnson,2023,14,1,0,0,0,1,0
Kyle Busch,2023,15,59,1,1,6,40,19
Denny Hamlin,2023,15,51,0,0,0,35,16
Joey Logano,2023,15,44,0,0,0,34,10
Kyle Larson,2023,15,34,0,0,0,33,1
Martin Truex Jr,2023,15,39,0,0,0,32,7
Ryan Blaney,2023,15,50,0,1,1,31,19
Daniel Suarez,2023,15,37,0,0,0,30,7
William Byron,2023,15,40,0,0,0,29,11
Michael McDowell,2023,15,28,0,0,0,28,0
Kevin Harvick,2023,15,35,0,0,0,27,8
Christopher Bell,2023,15,26,0,0,0,26,0
Chris Buescher,2023,15,25,0,0,0,25,0
Austin Cindric,2023,15,26,0,0,0,24,2
A.J. Allmendinger,2023,15,23,0,0,0,23,0
Todd Gilliland,2023,15,22,0,0,0,22,0
Justin Haley,2023,15,21,0,0,0,21,0
Ryan Preece,2023,15,20,0,0,0,20,0
Erik Jones,2023,15,19,0,0,0,19,0
Aric Almirola,2023,15,18,0,0,0,18,0
Ty Gibbs,2023,15,17,0,0,0,17,0
Corey LaJoie,2023,15,16,0,0,0,16,0
Ross Chastain,2023,15,20,0,0,0,15,5
Harrison Burton,2023,15,14,0,0,0,14,0
J.J. Yeley,2023,15,0,0,0,0,13,0
Ty Dillon,2023,15,12,0,0,0,12,0
Alex Bowman,2023,15,11,0,0,0,11,0
B.J. McLeod,2023,15,10,0,0,0,10,0
Brad Keselowski,2023,15,9,0,0,0,9,0
Gray Gaulding,2023,15,0,0,0,0,8,0
Bubba Wallace,2023,15,7,0,0,0,7,0
Austin Dillon,2023,15,6,0,0,0,6,0
Ricky Stenhouse Jr,2023,15,10,0,0,0,5,5
Noah Gragson,2023,15,4,0,0,0,4,0
Chase Briscoe,2023,15,3,0,0,0,3,0
Tyler Reddick,2023,15,2,0,0,0,2,0
Carson Hocevar,2023,15,0,0,0,0,1,0
Martin Truex Jr,2023,16,53,1,0,5,40,13
Kyle Busch,2023,16,45,0,1,1,35,10
Joey Logano,2023,16,43,0,0,0,34,9
Chris Buescher,2023,16,37,0,0,0,33,4
Chase Elliott,2023,16,32,0,0,0,32,0
A.J. Allmendinger,2023,16,38,0,0,0,31,7
Michael McDowell,2023,16,39,0,0,0,30,9
Kyle Larson,2023,16,29,0,0,0,29,0
Christopher Bell,2023,16,38,0,0,0,28,10
Ross Chastain,2023,16,35,0,0,0,27,8
Kevin Harvick,2023,16,27,0,0,0,26,1
Ricky Stenhouse Jr,2023,16,32,0,0,0,25,7
Ryan Preece,2023,16,24,0,0,0,24,0
William Byron,2023,16,30,0,0,0,23,7
Alex Bowman,2023,16,24,0,0,0,22,2
Brad Keselowski,2023,16,21,0,0,0,21,0
Bubba Wallace,2023,16,20,0,0,0,20,0
Ty Gibbs,2023,16,22,0,0,0,19,3
Austin Dillon,2023,16,23,0,0,0,18,5
Corey LaJoie,2023,16,17,0,0,0,17,0
Justin Haley,2023,16,16,0,0,0,16,0
Daniel Suarez,2023,16,15,0,0,0,15,0
Ty Dillon,2023,16,14,0,0,0,14,0
Todd Gilliland,2023,16,13,0,0,0,13,0
Austin Cindric,2023,16,12,0,0,0,12,0
Grant Enfinger,2023,16,0,0,0,0,11,0
Harrison Burton,2023,16,10,0,0,0,10,0
Aric Almirola,2023,16,9,0,0,0,9,0
Chase Briscoe,2023,16,8,0,0,0,8,0
Josh Bilicki,2023,16,0,0,0,0,7,0
Ryan Blaney,2023,16,6,0,0,0,6,0
Erik Jones,2023,16,5,0,0,0,5,0
Tyler Reddick,2023,16,9,0,0,0,4,5
Zane Smith,2023,16,0,0,0,0,3,0
Andy Lally,2023,16,2,0,0,0,2,0
Denny Hamlin,2023,16,11,0,1,1,1,10
Ross Chastain,2023,17,57,1,0,5,40,17
Martin Truex Jr,2023,17,51,0,0,0,35,16
Denny Hamlin,2023,17,50,0,1,1,34,16
Chase Elliott,2023,17,42,0,0,0,33,9
Kyle Larson,2023,17,35,0,0,0,32,3
William Byron,2023,17,46,0,0,0,31,15
Christopher Bell,2023,17,38,0,0,0,30,8
Erik Jones,2023,17,30,0,0,0,29,1
Kyle Busch,2023,17,32,0,0,0,28,4
A.J. Allmendinger,2023,17,31,0,0,0,27,4
Brad Keselowski,2023,17,26,0,0,0,26,0
Daniel Suarez,2023,17,25,0,0,0,25,0
Austin Dillon,2023,17,24,0,0,0,24,0
Ty Gibbs,2023,17,23,0,0,0,23,0
Bubba Wallace,2023,17,27,0,0,0,22,5
Ryan Preece,2023,17,21,0,0,0,21,0
Alex Bowman,2023,17,20,0,0,0,20,0
Chris Buescher,2023,17,19,0,0,0,19,0
Joey Logano,2023,17,18,0,0,0,18,0
Corey LaJoie,2023,17,17,0,0,0,17,0
Harrison Burton,2023,17,16,0,0,0,16,0
Ricky Stenhouse Jr,2023,17,15,0,0,0,15,0
Justin Haley,2023,17,14,0,0,0,14,0
Kevin Harvick,2023,17,15,0,0,0,13,2
Aric Almirola,2023,17,12,0,0,0,12,0
Noah Gragson,2023,17,11,0,0,0,11,0
Austin Cindric,2023,17,10,0,0,0,10,0
Michael McDowell,2023,17,9,0,0,0,9,0
J.J. Yeley,2023,17,0,0,0,0,8,0
Tyler Reddick,2023,17,17,0,1,1,7,10
Chase Briscoe,2023,17,6,0,0,0,6,0
Ty Dillon,2023,17,5,0,0,0,5,0
Brennan Poole,2023,17,0,0,0,0,4,0
Josh Bilicki,2023,17,0,0,0,0,3,0
Todd Gilliland,2023,17,2,0,0,0,2,0
Ryan Blaney,2023,17,1,0,0,0,1,0
Shane Van Gisbergen,2023,18,55,1,0,5,40,15
Justin Haley,2023,18,35,0,0,0,35,0
Chase Elliott,2023,18,34,0,0,0,34,0
Kyle Larson,2023,18,46,0,0,0,33,13
Kyle Busch,2023,18,32,0,0,0,32,0
Austin Cindric,2023,18,31,0,0,0,31,0
Michael McDowell,2023,18,42,0,0,0,30,12
Joey Logano,2023,18,29,0,0,0,29,0
Ty Gibbs,2023,18,35,0,0,0,28,7
Chris Buescher,2023,18,27,0,0,0,27,0
Denny Hamlin,2023,18,26,0,0,0,26,0
Aric Almirola,2023,18,25,0,0,0,25,0
William Byron,2023,18,24,0,0,0,24,0
Corey LaJoie,2023,18,23,0,0,0,23,0
Ryan Preece,2023,18,22,0,0,0,22,0
Erik Jones,2023,18,21,0,0,0,21,0
A.J. Allmendinger,2023,18,25,0,0,0,20,5
Christopher Bell,2023,18,39,0,2,2,19,20
Todd Gilliland,2023,18,18,0,0,0,18,0
Chase Briscoe,2023,18,18,0,0,0,17,1
Jenson Button,2023,18,17,0,0,0,16,1
Ross Chastain,2023,18,15,0,0,0,15,0
Josh Bilicki,2023,18,0,0,0,0,14,0
Brad Keselowski,2023,18,13,0,0,0,13,0
Noah Gragson,2023,18,12,0,0,0,12,0
Andy Lally,2023,18,11,0,0,0,11,0
Daniel Suarez,2023,18,19,0,0,0,10,9
Tyler Reddick,2023,18,26,0,0,0,9,17
Kevin Harvick,2023,18,8,0,0,0,8,0
Harrison Burton,2023,18,7,0,0,0,7,0
Bubba Wallace,2023,18,6,0,0,0,6,0
Martin Truex Jr,2023,18,15,0,0,0,5,10
Ryan Blaney,2023,18,4,0,0,0,4,0
Ricky Stenhouse Jr,2023,18,3,0,0,0,3,0
Ty Dillon,2023,18,2,0,0,0,2,0
Austin Dillon,2023,18,1,0,0,0,1,0
Alex Bowman,2023,18,1,0,0,0,1,0
William Byron,2023,19,46,1,0,5,40,6
Daniel Suarez,2023,19,35,0,0,0,35,0
A.J. Allmendinger,2023,19,40,0,0,0,34,6
Michael McDowell,2023,19,39,0,0,0,33,6
Kyle Busch,2023,19,32,0,0,0,32,0
Brad Keselowski,2023,19,41,0,1,1,31,10
J.J. Yeley,2023,19,0,0,0,0,30,0
Justin Haley,2023,19,33,0,0,0,29,4
Ryan Blaney,2023,19,47,0,1,1,28,19
Ricky Stenhouse Jr,2023,19,27,0,0,0,27,0
Erik Jones,2023,19,26,0,0,0,26,0
Austin Cindric,2023,19,36,0,0,0,25,11
Chase Elliott,2023,19,24,0,0,0,24,0
Denny Hamlin,2023,19,23,0,0,0,23,0
Chris Buescher,2023,19,30,0,0,0,22,8
Todd Gilliland,2023,19,21,0,0,0,21,0
Joey Logano,2023,19,27,0,0,0,20,7
Aric Almirola,2023,19,20,0,0,0,19,1
Ty Dillon,2023,19,18,0,0,0,18,0
B.J. McLeod,2023,19,17,0,0,0,17,0
Austin Dillon,2023,19,16,0,0,0,16,0
Chase Briscoe,2023,19,15,0,0,0,15,0
Christopher Bell,2023,19,21,0,0,0,14,7
Ryan Preece,2023,19,14,0,0,0,13,1
Bubba Wallace,2023,19,17,0,0,0,12,5
Alex Bowman,2023,19,11,0,0,0,11,0
Tyler Reddick,2023,19,12,0,0,0,10,2
Harrison Burton,2023,19,9,0,0,0,9,0
Martin Truex Jr,2023,19,16,0,0,0,8,8
Kevin Harvick,2023,19,7,0,0,0,7,0
Corey LaJoie,2023,19,6,0,0,0,6,0
Cole Custer,2023,19,0,0,0,0,5,0
Noah Gragson,2023,19,4,0,0,0,4,0
Ty Gibbs,2023,19,3,0,0,0,3,0
Ross Chastain,2023,19,2,0,0,0,2,0
Kyle Larson,2023,19,10,0,0,0,1,9
Austin Hill,2023,19,0,0,0,0,1,0
Martin Truex Jr,2023,20,60,1,2,7,40,20
Joey Logano,2023,20,45,0,0,0,35,10
Kyle Larson,2023,20,43,0,0,0,34,9
Kevin Harvick,2023,20,38,0,0,0,33,5
Brad Keselowski,2023,20,35,0,0,0,32,3
Tyler Reddick,2023,20,41,0,0,0,31,10
Denny Hamlin,2023,20,40,0,0,0,30,10
Bubba Wallace,2023,20,29,0,0,0,29,0
Austin Dillon,2023,20,28,0,0,0,28,0
Chase Briscoe,2023,20,27,0,0,0,27,0
Erik Jones,2023,20,26,0,0,0,26,0
Chase Elliott,2023,20,25,0,0,0,25,0
Michael McDowell,2023,20,25,0,0,0,24,1
Alex Bowman,2023,20,27,0,0,0,23,4
Chris Buescher,2023,20,22,0,0,0,22,0
Daniel Suarez,2023,20,24,0,0,0,21,3
Justin Haley,2023,20,20,0,0,0,20,0
Ricky Stenhouse Jr,2023,20,19,0,0,0,19,0
A.J. Allmendinger,2023,20,18,0,0,0,18,0
Harrison Burton,2023,20,17,0,0,0,17,0
Todd Gilliland,2023,20,16,0,0,0,16,0
Ryan Blaney,2023,20,28,0,0,0,15,13
Ross Chastain,2023,20,14,0,0,0,14,0
William Byron,2023,20,22,0,0,0,13,9
Austin Cindric,2023,20,12,0,0,0,12,0
Ty Dillon,2023,20,11,0,0,0,11,0
Ty Gibbs,2023,20,10,0,0,0,10,0
Ryan Preece,2023,20,9,0,0,0,9,0
Christopher Bell,2023,20,14,0,0,0,8,6
Ryan Newman,2023,20,7,0,0,0,7,0
B.J. McLeod,2023,20,6,0,0,0,6,0
Noah Gragson,2023,20,5,0,0,0,5,0
Corey LaJoie,2023,20,4,0,0,0,4,0
Aric Almirola,2023,20,10,0,0,0,3,7
Cole Custer,2023,20,0,0,0,0,2,0
Kyle Busch,2023,20,1,0,0,0,1,0
Denny Hamlin,2023,21,55,1,0,5,40,15
Tyler Reddick,2023,21,47,0,0,0,35,12
Martin Truex Jr,2023,21,44,0,0,0,34,10
Kevin Harvick,2023,21,33,0,0,0,33,0
Ty Gibbs,2023,21,36,0,0,0,32,4
Christopher Bell,2023,21,31,0,0,0,31,0
Ricky Stenhouse Jr,2023,21,30,0,0,0,30,0
Harrison Burton,2023,21,29,0,0,0,29,0
Erik Jones,2023,21,29,0,0,0,28,1
Chase Elliott,2023,21,27,0,0,0,27,0
Bubba Wallace,2023,21,32,0,0,0,26,6
Aric Almirola,2023,21,25,0,0,0,25,0
Ross Chastain,2023,21,24,0,0,0,24,0
William Byron,2023,21,31,0,0,0,23,8
Todd Gilliland,2023,21,22,0,0,0,22,0
Brad Keselowski,2023,21,21,0,0,0,21,0
A.J. Allmendinger,2023,21,26,0,0,0,20,6
Chris Buescher,2023,21,21,0,0,0,19,2
Michael McDowell,2023,21,23,0,0,0,18,5
Kyle Larson,2023,21,27,0,1,1,17,10
Kyle Busch,2023,21,16,0,0,0,16,0
Noah Gragson,2023,21,15,0,0,0,15,0
Austin Cindric,2023,21,14,0,0,0,14,0
Alex Bowman,2023,21,19,0,0,0,13,6
Cole Custer,2023,21,0,0,0,0,12,0
J.J. Yeley,2023,21,0,0,0,0,11,0
Corey LaJoie,2023,21,10,0,0,0,10,0
Ty Dillon,2023,21,18,0,0,0,9,9
Chase Briscoe,2023,21,8,0,0,0,8,0
Ryan Blaney,2023,21,10,0,0,0,7,3
Ryan Preece,2023,21,6,0,0,0,6,0
B.J. McLeod,2023,21,5,0,0,0,5,0
Justin Haley,2023,21,7,0,0,0,4,3
Austin Dillon,2023,21,3,0,0,0,3,0
Joey Logano,2023,21,12,0,1,1,2,10
Daniel Suarez,2023,21,1,0,0,0,1,0
Chris Buescher,2023,22,49,1,0,5,40,9
Denny Hamlin,2023,22,49,0,0,0,35,14
Kyle Busch,2023,22,39,0,0,0,34,5
Joey Logano,2023,22,34,0,0,0,33,1
Ryan Preece,2023,22,41,0,0,0,32,9
Brad Keselowski,2023,22,43,0,1,1,31,12
Martin Truex Jr,2023,22,33,0,0,0,30,3
Aric Almirola,2023,22,32,0,0,0,29,3
Austin Dillon,2023,22,28,0,0,0,28,0
Kevin Harvick,2023,22,33,0,0,0,27,6
Chase Briscoe,2023,22,26,0,0,0,26,0
Bubba Wallace,2023,22,41,0,0,0,25,16
Chase Elliott,2023,22,31,0,0,0,24,7
Ryan Blaney,2023,22,23,0,0,0,23,0
Ty Gibbs,2023,22,25,0,0,0,22,3
Tyler Reddick,2023,22,39,0,1,1,21,18
Ricky Stenhouse Jr,2023,22,20,0,0,0,20,0
Alex Bowman,2023,22,19,0,0,0,19,0
Kyle Larson,2023,22,18,0,0,0,18,0
Christopher Bell,2023,22,17,0,0,0,17,0
William Byron,2023,22,20,0,0,0,16,4
Michael McDowell,2023,22,15,0,0,0,15,0
Erik Jones,2023,22,14,0,0,0,14,0
Ross Chastain,2023,22,13,0,0,0,13,0
Todd Gilliland,2023,22,12,0,0,0,12,0
Austin Cindric,2023,22,11,0,0,0,11,0
A.J. Allmendinger,2023,22,10,0,0,0,10,0
Noah Gragson,2023,22,9,0,0,0,9,0
Ryan Newman,2023,22,8,0,0,0,8,0
Justin Haley,2023,22,7,0,0,0,7,0
Harrison Burton,2023,22,6,0,0,0,6,0
Corey LaJoie,2023,22,5,0,0,0,5,0
Daniel Suarez,2023,22,4,0,0,0,4,0
Ty Dillon,2023,22,3,0,0,0,3,0
J.J. Yeley,2023,22,0,0,0,0,2,0
B.J. McLeod,2023,22,1,0,0,0,1,0
Chris Buescher,2023,23,41,1,0,5,40,1
Martin Truex Jr,2023,23,55,0,2,2,35,20
Denny Hamlin,2023,23,37,0,0,0,34,3
Brad Keselowski,2023,23,48,0,0,0,33,15
Kyle Larson,2023,23,43,0,0,0,32,11
Daniel Suarez,2023,23,45,0,0,0,31,14
Ross Chastain,2023,23,30,0,0,0,30,0
Kevin Harvick,2023,23,29,0,0,0,29,0
Ryan Blaney,2023,23,28,0,0,0,28,0
Erik Jones,2023,23,29,0,0,0,27,2
Ty Gibbs,2023,23,34,0,0,0,26,8
Austin Cindric,2023,23,27,0,0,0,25,2
Christopher Bell,2023,23,24,0,0,0,24,0
Joey Logano,2023,23,27,0,0,0,23,4
Corey LaJoie,2023,23,23,0,0,0,22,1
Aric Almirola,2023,23,21,0,0,0,21,0
Harrison Burton,2023,23,20,0,0,0,20,0
Bubba Wallace,2023,23,35,0,0,0,19,16
Austin Dillon,2023,23,18,0,0,0,18,0
Ty Dillon,2023,23,17,0,0,0,17,0
Ricky Stenhouse Jr,2023,23,16,0,0,0,16,0
Ryan Preece,2023,23,15,0,0,0,15,0
Justin Haley,2023,23,14,0,0,0,14,0
Michael McDowell,2023,23,13,0,0,0,13,0
Cole Custer,2023,23,0,0,0,0,12,0
A.J. Allmendinger,2023,23,14,0,0,0,11,3
J.J. Yeley,2023,23,0,0,0,0,10,0
Austin Hill,2023,23,0,0,0,0,9,0
Todd Gilliland,2023,23,8,0,0,0,8,0
Tyler Reddick,2023,23,7,0,0,0,7,0
Chase Briscoe,2023,23,6,0,0,0,6,0
Josh Bilicki,2023,23,0,0,0,0,5,0
Alex Bowman,2023,23,14,0,0,0,4,10
Josh Berry,2023,23,0,0,0,0,3,0
William Byron,2023,23,2,0,0,0,2,0
Chase Elliott,2023,23,1,0,0,0,1,0
Kyle Busch,2023,23,1,0,0,0,1,0
Michael McDowell,2023,24,59,1,1,6,40,19
Chase Elliott,2023,24,49,0,0,0,35,14
Daniel Suarez,2023,24,51,0,0,0,34,17
Tyler Reddick,2023,24,44,0,0,0,33,11
Alex Bowman,2023,24,38,0,0,0,32,6
Chase Briscoe,2023,24,33,0,0,0,31,2
Martin Truex Jr,2023,24,31,0,0,0,30,1
Kyle Larson,2023,24,36,0,0,0,29,7
Christopher Bell,2023,24,32,0,0,0,28,4
Shane Van Gisbergen,2023,24,0,0,0,0,27,2
Chris Buescher,2023,24,26,0,0,0,26,0
Ty Gibbs,2023,24,25,0,0,0,25,0
Ryan Blaney,2023,24,24,0,0,0,24,0
William Byron,2023,24,23,0,0,0,23,0
Austin Cindric,2023,24,22,0,0,0,22,0
Austin Dillon,2023,24,21,0,0,0,21,0
Ross Chastain,2023,24,20,0,0,0,20,0
Bubba Wallace,2023,24,19,0,0,0,19,0
