driver_name,season_year,race_number,race_season_points,wins,stage_wins,race_playoff_points,race_finish_points,race_stage_points
Todd Gilliland,2024,32,19,0,0,0,19,0
Zane Smith,2024,32,18,0,0,0,18,0
Harrison Burton,2024,32,17,0,0,0,17,0
Martin Truex Jr,2024,32,16,0,0,0,16,0
Josh Berry,2024,32,15,0,0,0,15,0
Brad Keselowski,2024,32,16,0,0,0,14,2
Daniel Hemric,2024,32,13,0,0,0,13,0
Ryan Preece,2024,32,12,0,0,0,12,0
Justin Haley,2024,32,11,0,0,0,11,0
Kaz Grala,2024,32,10,0,0,0,10,0
Ross Chastain,2024,32,9,0,0,0,9,0
Josh Bilicki,2024,32,0,0,0,0,8,0
Daniel Suarez,2024,32,7,0,0,0,7,0
Noah Gragson,2024,32,6,0,0,0,6,0
Austin Dillon,2024,32,5,0,0,0,5,0
Erik Jones,2024,32,4,0,0,0,4,0
John H. Nemechek,2024,32,3,0,0,0,3,0
Ty Gibbs,2024,32,6,0,0,0,2,4
Chase Briscoe,2024,32,1,0,0,0,1,0
Corey LaJoie,2024,32,1,0,0,0,1,0
Alex Bowman,2024,32,1,0,0,0,1,0
Joey Logano,2024,33,49,1,0,5,40,9
Christopher Bell,2024,33,54,0,1,1,35,19
Daniel Suarez,2024,33,37,0,0,0,34,3
William Byron,2024,33,48,0,0,0,33,15
Alex Bowman,2024,33,37,0,0,0,32,5
Martin Truex Jr,2024,33,48,0,0,0,31,17
Ross Chastain,2024,33,30,0,0,0,30,0
Denny Hamlin,2024,33,29,0,0,0,29,0
John H. Nemechek,2024,33,28,0,0,0,28,0
Chris Buescher,2024,33,38,0,0,0,27,11
Kyle Larson,2024,33,27,0,0,0,26,1
Bubba Wallace,2024,33,27,0,0,0,25,2
Kyle Busch,2024,33,24,0,0,0,24,0
Corey LaJoie,2024,33,23,0,0,0,23,0
Harrison Burton,2024,33,22,0,0,0,22,0
Zane Smith,2024,33,21,0,0,0,21,0
Justin Haley,2024,33,24,0,0,0,20,4
Noah Gragson,2024,33,19,0,0,0,19,0
Daniel Hemric,2024,33,18,0,0,0,18,0
Michael McDowell,2024,33,17,0,0,0,17,0
Cody Ware,2024,33,16,0,0,0,16,0
Ryan Preece,2024,33,16,0,0,0,15,1
Carson Hocevar,2024,33,14,0,0,0,14,0
Josh Berry,2024,33,13,0,0,0,13,0
Erik Jones,2024,33,12,0,0,0,12,0
Chase Briscoe,2024,33,11,0,0,0,11,0
Ricky Stenhouse Jr,2024,33,10,0,0,0,10,0
Jimmie Johnson,2024,33,9,0,0,0,9,0
Shane Van Gisbergen,2024,33,0,0,0,0,8,0
Ty Gibbs,2024,33,12,0,0,0,7,5
Todd Gilliland,2024,33,6,0,0,0,6,0
Ryan Blaney,2024,33,5,0,0,0,5,0
Chase Elliott,2024,33,4,0,0,0,4,0
Austin Cindric,2024,33,5,0,0,0,3,2
Tyler Reddick,2024,33,12,0,1,1,2,10
Brad Keselowski,2024,33,7,0,0,0,1,6
Austin Dillon,2024,33,1,0,0,0,1,0
Tyler Reddick,2024,34,57,1,1,6,40,17
Ryan Blaney,2024,34,48,0,0,0,35,13
Denny Hamlin,2024,34,48,0,1,1,34,14
Christopher Bell,2024,34,46,0,0,0,33,13
Chase Elliott,2024,34,49,0,0,0,32,17
William Byron,2024,34,39,0,0,0,31,8
Alex Bowman,2024,34,32,0,0,0,30,2
A.J. Allmendinger,2024,34,0,0,0,0,29,1
Carson Hocevar,2024,34,37,0,0,0,28,9
Ryan Preece,2024,34,29,0,0,0,27,2
Josh Berry,2024,34,26,0,0,0,26,0
Chase Briscoe,2024,34,25,0,0,0,25,0
Kyle Larson,2024,34,24,0,0,0,24,0
Michael McDowell,2024,34,23,0,0,0,23,0
Chris Buescher,2024,34,22,0,0,0,22,0
Daniel Suarez,2024,34,21,0,0,0,21,0
Brad Keselowski,2024,34,20,0,0,0,20,0
Bubba Wallace,2024,34,28,0,0,0,19,9
Noah Gragson,2024,34,18,0,0,0,18,0
Todd Gilliland,2024,34,17,0,0,0,17,0
Ricky Stenhouse Jr,2024,34,16,0,0,0,16,0
Erik Jones,2024,34,15,0,0,0,15,0
Martin Truex Jr,2024,34,19,0,0,0,14,5
Harrison Burton,2024,34,13,0,0,0,13,0
Austin Dillon,2024,34,12,0,0,0,12,0
John H. Nemechek,2024,34,11,0,0,0,11,0
Austin Cindric,2024,34,10,0,0,0,10,0
Joey Logano,2024,34,9,0,0,0,9,0
Daniel Hemric,2024,34,8,0,0,0,8,0
Zane Smith,2024,34,7,0,0,0,7,0
Kyle Busch,2024,34,6,0,0,0,6,0
Kaz Grala,2024,34,5,0,0,0,5,0
Ross Chastain,2024,34,4,0,0,0,4,0
Justin Haley,2024,34,3,0,0,0,3,0
Corey LaJoie,2024,34,2,0,0,0,2,0
Ty Gibbs,2024,34,1,0,0,0,1,0
Chad Finchum,2024,34,0,0,0,0,1,0
J.J. Yeley,2024,34,0,0,0,0,1,0
Ryan Blaney,2024,35,55,1,0,5,40,15
Chase Elliott,2024,35,45,0,1,1,35,10
Kyle Larson,2024,35,46,0,0,0,34,12
Austin Cindric,2024,35,33,0,0,0,33,0
Denny Hamlin,2024,35,40,0,0,0,32,8
William Byron,2024,35,46,0,0,0,31,15
Austin Dillon,2024,35,-13,0,0,0,30,7
Ross Chastain,2024,35,-21,0,0,0,29,0
Brad Keselowski,2024,35,39,0,1,1,28,11
Joey Logano,2024,35,29,0,0,0,27,2
Noah Gragson,2024,35,28,0,0,0,26,2
Shane Van Gisbergen,2024,35,0,0,0,0,25,0
Alex Bowman,2024,35,31,0,0,0,24,7
Ryan Preece,2024,35,31,0,0,0,23,8
Chase Briscoe,2024,35,30,0,0,0,22,8
Josh Berry,2024,35,21,0,0,0,21,0
Daniel Hemric,2024,35,20,0,0,0,20,0
Bubba Wallace,2024,35,-31,0,0,0,19,0
Erik Jones,2024,35,18,0,0,0,18,0
Ricky Stenhouse Jr,2024,35,17,0,0,0,17,0
Zane Smith,2024,35,16,0,0,0,16,0
Christopher Bell,2024,35,20,0,0,0,15,5
Daniel Suarez,2024,35,14,0,0,0,14,0
Martin Truex Jr,2024,35,13,0,0,0,13,0
Carson Hocevar,2024,35,12,0,0,0,12,0
Todd Gilliland,2024,35,11,0,0,0,11,0
Kaz Grala,2024,35,10,0,0,0,10,0
Kyle Busch,2024,35,9,0,0,0,9,0
Justin Haley,2024,35,8,0,0,0,8,0
Chris Buescher,2024,35,7,0,0,0,7,0
John H. Nemechek,2024,35,6,0,0,0,6,0
Ty Gibbs,2024,35,5,0,0,0,5,0
Michael McDowell,2024,35,4,0,0,0,4,0
Tyler Reddick,2024,35,3,0,0,0,3,0
Corey LaJoie,2024,35,2,0,0,0,2,0
Harrison Burton,2024,35,1,0,0,0,1,0
Josh Bilicki,2024,35,0,0,0,0,1,0
Joey Logano,2024,36,40,1,1,6,40,18
Ryan Blaney,2024,36,35,0,1,1,35,15
William Byron,2024,36,34,0,0,0,34,14
Kyle Larson,2024,36,39,0,0,0,33,6
Christopher Bell,2024,36,49,0,0,0,32,17
Tyler Reddick,2024,36,31,0,0,0,31,5
Bubba Wallace,2024,36,30,0,0,0,30,0
Chase Elliott,2024,36,38,0,0,0,29,9
Chris Buescher,2024,36,33,0,0,0,28,5
Daniel Suarez,2024,36,27,0,0,0,27,0
Denny Hamlin,2024,36,35,0,0,0,26,9
Noah Gragson,2024,36,25,0,0,0,25,0
Austin Cindric,2024,36,25,0,0,0,24,1
Alex Bowman,2024,36,23,0,0,0,23,0
Brad Keselowski,2024,36,22,0,0,0,22,0
Harrison Burton,2024,36,21,0,0,0,21,0
Martin Truex Jr,2024,36,31,0,0,0,20,11
Carson Hocevar,2024,36,19,0,0,0,19,0
Ross Chastain,2024,36,18,0,0,0,18,0
Todd Gilliland,2024,36,17,0,0,0,17,0
Kyle Busch,2024,36,16,0,0,0,16,0
Erik Jones,2024,36,15,0,0,0,15,0
Daniel Hemric,2024,36,14,0,0,0,14,0
Josh Berry,2024,36,13,0,0,0,13,0
Derek Kraus,2024,36,12,0,0,0,12,0
Jimmie Johnson,2024,36,11,0,0,0,11,0
Austin Dillon,2024,36,10,0,0,0,10,0
Justin Haley,2024,36,9,0,0,0,9,0
Chase Briscoe,2024,36,8,0,0,0,8,0
John H. Nemechek,2024,36,7,0,0,0,7,0
Michael McDowell,2024,36,6,0,0,0,6,0
Corey LaJoie,2024,36,5,0,0,0,5,0
Ricky Stenhouse Jr,2024,36,4,0,0,0,4,0
Kaz Grala,2024,36,3,0,0,0,3,0
J.J. Yeley,2024,36,0,0,0,0,2,0
Chad Finchum,2024,36,0,0,0,0,1,0
Ryan Preece,2024,36,1,0,0,0,1,0
Jeb Burton,2024,36,0,0,0,0,1,0
Zane Smith,2024,36,1,0,0,0,1,0
Ty Gibbs,2024,36,1,0,0,0,1,0
William Byron,2025,1,50,1,0,5,40,1
Tyler Reddick,2025,1,44,0,0,0,35,3
Jimmie Johnson,2025,1,34,0,0,0,34,0
Chase Briscoe,2025,1,33,0,0,0,33,0
John H. Nemechek,2025,1,34,0,0,0,32,0
Alex Bowman,2025,1,42,0,0,0,31,11
Ryan Blaney,2025,1,51,0,1,1,30,18
Austin Cindric,2025,1,48,0,0,0,29,9
Justin Allgaier,2025,1,0,0,0,0,28,0
Chris Buescher,2025,1,40,0,0,0,27,5
Michael McDowell,2025,1,27,0,0,0,26,0
Erik Jones,2025,1,40,0,0,0,25,6
Daniel Suarez,2025,1,29,0,0,0,24,5
Ty Dillon,2025,1,31,0,0,0,23,0
Chase Elliott,2025,1,33,0,0,0,22,8
Ty Gibbs,2025,1,21,0,0,0,21,0
Riley Herbst,2025,1,20,0,0,0,20,0
Ricky Stenhouse Jr,2025,1,26,0,0,0,19,7
Justin Haley,2025,1,18,0,0,0,18,0
Kyle Larson,2025,1,17,0,0,0,17,0
Cole Custer,2025,1,16,0,0,0,16,0
Corey LaJoie,2025,1,20,0,0,0,15,0
Austin Dillon,2025,1,18,0,0,0,14,0
Denny Hamlin,2025,1,20,0,0,0,13,0
Cody Ware,2025,1,12,0,0,0,12,0
Brad Keselowski,2025,1,20,0,0,0,11,9
Todd Gilliland,2025,1,20,0,0,0,10,6
Noah Gragson,2025,1,9,0,0,0,9,0
Bubba Wallace,2025,1,20,0,0,0,8,2
Carson Hocevar,2025,1,7,0,0,0,7,0
Christopher Bell,2025,1,13,0,0,0,6,6
Ryan Preece,2025,1,5,0,0,0,5,0
Shane Van Gisbergen,2025,1,4,0,0,0,4,0
Kyle Busch,2025,1,5,0,0,0,3,1
Joey Logano,2025,1,21,0,1,1,2,13
Zane Smith,2025,1,1,0,0,0,1,0
Josh Berry,2025,1,1,0,0,0,1,0
Martin Truex Jr,2025,1,1,0,0,0,1,0
Helio Castroneves,2025,1,0,0,0,0,1,0
Ross Chastain,2025,1,8,0,0,0,1,0
A.J. Allmendinger,2025,1,6,0,0,0,1,0
Christopher Bell,2025,2,40,1,0,5,40,0
Carson Hocevar,2025,2,41,0,0,0,35,6
Kyle Larson,2025,2,44,0,1,1,34,10
Ryan Blaney,2025,2,36,0,0,0,33,3
Ricky Stenhouse Jr,2025,2,35,0,0,0,32,3
Denny Hamlin,2025,2,31,0,0,0,31,0
Kyle Busch,2025,2,30,0,0,0,30,0
Ross Chastain,2025,2,29,0,0,0,29,0
Bubba Wallace,2025,2,44,0,0,0,28,16
John H. Nemechek,2025,2,27,0,0,0,27,0
Zane Smith,2025,2,26,0,0,0,26,0
Joey Logano,2025,2,34,0,0,0,25,9
Michael McDowell,2025,2,24,0,0,0,24,0
A.J. Allmendinger,2025,2,24,0,0,0,23,0
Todd Gilliland,2025,2,26,0,0,0,12,4
Austin Dillon,2025,2,21,0,0,0,21,0
Riley Herbst,2025,2,20,0,0,0,20,0
Ryan Preece,2025,2,19,0,0,0,19,0
Tyler Reddick,2025,2,28,0,0,0,18,10
Chase Elliott,2025,2,23,0,0,0,17,6
Chase Briscoe,2025,2,16,0,0,0,16,0
B.J. McLeod,2025,2,0,0,0,0,15,0
Shane Van Gisbergen,2025,2,14,0,0,0,14,0
Justin Haley,2025,2,13,0,0,0,13,0
Josh Berry,2025,2,22,0,1,1,12,10
Alex Bowman,2025,2,17,0,0,0,11,6
William Byron,2025,2,25,0,0,0,10,15
Austin Cindric,2025,2,20,0,0,0,9,11
Ty Dillon,2025,2,8,0,0,0,8,0
Chris Buescher,2025,2,7,0,0,0,7,0
Erik Jones,2025,2,6,0,0,0,6,0
Ty Gibbs,2025,2,5,0,0,0,5,0
Daniel Suarez,2025,2,4,0,0,0,4,0
Noah Gragson,2025,2,4,0,0,0,3,1
Cody Ware,2025,2,-8,0,0,0,-8,0
Cole Custer,2025,2,1,0,0,0,1,0
J.J. Yeley,2025,2,1,0,0,0,1,0
Corey LaJoie,2025,2,1,0,0,0,1,0
Brad Keselowski,2025,2,1,0,0,0,1,0
Christopher Bell,2025,3,42,1,0,5,40,2
William Byron,2025,3,41,0,0,0,35,6
Tyler Reddick,2025,3,39,0,0,0,34,5
Chase Elliott,2025,3,39,0,0,0,33,6
Kyle Busch,2025,3,46,0,0,0,32,14
Shane Van Gisbergen,2025,3,45,0,0,0,31,14
Chris Buescher,2025,3,30,0,0,0,30,0
Noah Gragson,2025,3,29,0,0,0,29,0
Alex Bowman,2025,3,28,0,0,0,28,0
Todd Gilliland,2025,3,27,0,0,0,27,0
Michael McDowell,2025,3,34,0,0,0,26,8
Ross Chastain,2025,3,25,0,0,0,25,0
Carson Hocevar,2025,3,24,0,0,0,24,0
Chase Briscoe,2025,3,23,0,0,0,23,0
Brad Keselowski,2025,3,22,0,0,0,22,0
Justin Haley,2025,3,21,0,0,0,21,0
Riley Herbst,2025,3,20,0,0,0,20,0
Ricky Stenhouse Jr,2025,3,19,0,0,0,19,0
Ryan Blaney,2025,3,27,0,0,0,18,9
Bubba Wallace,2025,3,30,0,1,1,17,13
Denny Hamlin,2025,3,16,0,0,0,16,0
John H. Nemechek,2025,3,15,0,0,0,15,0
Cole Custer,2025,3,14,0,0,0,14,0
Joey Logano,2025,3,22,0,0,0,13,9
Austin Cindric,2025,3,12,0,0,0,12,0
Josh Berry,2025,3,11,0,0,0,11,0
Erik Jones,2025,3,10,0,0,0,10,0
Ty Dillon,2025,3,9,0,0,0,9,0
Zane Smith,2025,3,8,0,0,0,8,0
A.J. Allmendinger,2025,3,13,0,0,0,7,6
Cody Ware,2025,3,6,0,0,0,6,0
Kyle Larson,2025,3,10,0,0,0,5,4
Ryan Preece,2025,3,14,0,1,1,4,10
Ty Gibbs,2025,3,3,0,0,0,3,0
Austin Dillon,2025,3,2,0,0,0,2,0
Daniel Suarez,2025,3,5,0,0,0,1,4
Connor Zilisch,2025,3,0,0,0,0,1,0
Christopher Bell,2025,4,57,1,1,6,40,17
Denny Hamlin,2025,4,43,0,0,0,35,8
Kyle Larson,2025,4,37,0,0,0,34,3
Josh Berry,2025,4,39,0,0,0,33,6
Chris Buescher,2025,4,32,0,0,0,32,0
William Byron,2025,4,49,0,1,1,31,18
Alex Bowman,2025,4,30,0,0,0,30,0
Kyle Busch,2025,4,29,0,0,0,29,0
Zane Smith,2025,4,28,0,0,0,28,0
Chase Elliott,2025,4,29,0,0,0,27,2
Ross Chastain,2025,4,26,0,0,0,26,0
Austin Dillon,2025,4,25,0,0,0,25,0
Joey Logano,2025,4,33,0,0,0,24,9
John H. Nemechek,2025,4,23,0,0,0,23,0
Ryan Preece,2025,4,30,0,0,0,22,8
Ty Dillon,2025,4,21,0,0,0,21,0
Todd Gilliland,2025,4,20,0,0,0,20,0
Erik Jones,2025,4,19,0,0,0,19,0
Austin Cindric,2025,4,22,0,0,0,18,4
Tyler Reddick,2025,4,32,0,0,0,17,15
Ricky Stenhouse Jr,2025,4,16,0,0,0,16,0
A.J. Allmendinger,2025,4,15,0,0,0,15,0
Daniel Suarez,2025,4,17,0,0,0,14,3
Cody Ware,2025,4,13,0,0,0,13,0
Ty Gibbs,2025,4,12,0,0,0,12,0
Noah Gragson,2025,4,11,0,0,0,11,0
Michael McDowell,2025,4,11,0,0,0,10,0
Ryan Blaney,2025,4,22,0,0,0,9,13
Bubba Wallace,2025,4,8,0,0,0,8,0
Katherine Legge,2025,4,7,0,0,0,7,0
Shane Van Gisbergen,2025,4,6,0,0,0,6,0
Cole Custer,2025,4,5,0,0,0,5,0
Brad Keselowski,2025,4,4,0,0,0,4,0
Justin Haley,2025,4,3,0,0,0,3,0
Chase Briscoe,2025,4,2,0,0,0,2,0
Carson Hocevar,2025,4,5,0,0,0,1,4
Riley Herbst,2025,4,1,0,0,0,1,0
Josh Berry,2025,5,46,1,0,5,40,6
Daniel Suarez,2025,5,39,0,0,0,35,4
Ryan Preece,2025,5,34,0,0,0,34,0
William Byron,2025,5,42,0,0,0,33,9
Ross Chastain,2025,5,40,0,0,0,32,8
Austin Cindric,2025,5,41,0,1,1,31,10
Alex Bowman,2025,5,39,0,0,0,30,9
A.J. Allmendinger,2025,5,34,0,0,0,29,5
Kyle Larson,2025,5,44,0,1,1,28,16
Chase Elliott,2025,5,35,0,0,0,27,8
Brad Keselowski,2025,5,26,0,0,0,26,0
Christopher Bell,2025,5,26,0,0,0,25,1
Chris Buescher,2025,5,24,0,0,0,24,0
Justin Haley,2025,5,23,0,0,0,23,0
Joey Logano,2025,5,26,0,0,0,22,4
Michael McDowell,2025,5,21,0,0,0,21,0
Chase Briscoe,2025,5,20,0,0,0,20,0
Ricky Stenhouse Jr,2025,5,20,0,0,0,19,1
Riley Herbst,2025,5,18,0,0,0,18,0
John H. Nemechek,2025,5,17,0,0,0,17,0
Ty Dillon,2025,5,16,0,0,0,16,0
Ty Gibbs,2025,5,15,0,0,0,15,0
Zane Smith,2025,5,14,0,0,0,14,0
Tyler Reddick,2025,5,16,0,0,0,13,2
Denny Hamlin,2025,5,12,0,0,0,12,0
Cole Custer,2025,5,11,0,0,0,11,0
Erik Jones,2025,5,10,0,0,0,10,0
Bubba Wallace,2025,5,23,0,0,0,9,14
Todd Gilliland,2025,5,8,0,0,0,8,0
Carson Hocevar,2025,5,15,0,0,0,7,8
Noah Gragson,2025,5,6,0,0,0,6,0
Austin Dillon,2025,5,5,0,0,0,5,0
Kyle Busch,2025,5,4,0,0,0,4,0
Shane Van Gisbergen,2025,5,3,0,0,0,3,0
Ryan Blaney,2025,5,7,0,0,0,2,5
Cody Ware,2025,5,1,0,0,0,1,0
Kyle Larson,2025,6,56,1,0,5,40,16
Alex Bowman,2025,6,49,0,0,0,35,14
Bubba Wallace,2025,6,41,0,0,0,34,6
Chase Briscoe,2025,6,41,0,0,0,33,8
Denny Hamlin,2025,6,42,0,1,1,32,10
Chris Buescher,2025,6,31,0,0,0,31,0
A.J. Allmendinger,2025,6,34,0,0,0,30,4
Tyler Reddick,2025,6,30,0,0,0,29,1
Ryan Preece,2025,6,28,0,0,0,28,0
Justin Haley,2025,6,27,0,0,0,27,0
Zane Smith,2025,6,26,0,0,0,26,0
William Byron,2025,6,37,0,0,0,25,12
Austin Dillon,2025,6,24,0,0,0,24,0
Joey Logano,2025,6,24,0,0,0,23,1
Erik Jones,2025,6,22,0,0,0,22,0
Noah Gragson,2025,6,23,0,0,0,21,2
Josh Berry,2025,6,23,0,0,0,20,3
Chase Elliott,2025,6,22,0,0,0,19,3
Austin Cindric,2025,6,28,0,0,0,18,10
Michael McDowell,2025,6,17,0,0,0,17,0
Kyle Busch,2025,6,16,0,0,0,16,0
Daniel Suarez,2025,6,15,0,0,0,15,0
John H. Nemechek,2025,6,14,0,0,0,14,0
Ricky Stenhouse Jr,2025,6,13,0,0,0,13,0
Ty Gibbs,2025,6,12,0,0,0,12,0
Brad Keselowski,2025,6,11,0,0,0,11,0
Ty Dillon,2025,6,10,0,0,0,10,0
Cole Custer,2025,6,9,0,0,0,9,0
Christopher Bell,2025,6,8,0,0,0,8,0
Todd Gilliland,2025,6,7,0,0,0,7,0
Ross Chastain,2025,6,6,0,0,0,6,0
Shane Van Gisbergen,2025,6,5,0,0,0,5,0
Riley Herbst,2025,6,4,0,0,0,4,0
Cody Ware,2025,6,3,0,0,0,3,0
J.J. Yeley,2025,6,2,0,0,0,2,0
Ryan Blaney,2025,6,19,0,1,1,1,18
Carson Hocevar,2025,6,3,0,0,0,1,2
Denny Hamlin,2025,7,54,1,1,6,40,13
Christopher Bell,2025,7,38,0,0,0,35,3
Bubba Wallace,2025,7,42,0,0,0,34,8
Chase Elliott,2025,7,46,0,0,0,33,13
Kyle Larson,2025,7,35,0,0,0,32,3
Ross Chastain,2025,7,35,0,0,0,31,4
Ryan Preece,2025,7,35,0,0,0,30,5
Joey Logano,2025,7,39,0,1,1,29,10
Chase Briscoe,2025,7,34,0,0,0,28,6
Todd Gilliland,2025,7,27,0,0,0,27,0
Ryan Blaney,2025,7,31,0,0,0,26,5
Michael McDowell,2025,7,25,0,0,0,25,0
Ty Gibbs,2025,7,31,0,0,0,24,7
Tyler Reddick,2025,7,24,0,0,0,23,1
Ty Dillon,2025,7,22,0,0,0,22,0
Zane Smith,2025,7,21,0,0,0,21,0
Kyle Busch,2025,7,20,0,0,0,20,0
Austin Dillon,2025,7,19,0,0,0,19,0
Carson Hocevar,2025,7,18,0,0,0,18,0
Ricky Stenhouse Jr,2025,7,17,0,0,0,17,0
Daniel Suarez,2025,7,16,0,0,0,16,0
William Byron,2025,7,15,0,0,0,15,0
A.J. Allmendinger,2025,7,22,0,0,0,14,8
Chris Buescher,2025,7,13,0,0,0,13,0
John H. Nemechek,2025,7,18,0,0,0,12,6
Brad Keselowski,2025,7,18,0,0,0,11,7
Alex Bowman,2025,7,19,0,0,0,10,9
Justin Haley,2025,7,9,0,0,0,9,0
Noah Gragson,2025,7,8,0,0,0,8,0
Cody Ware,2025,7,7,0,0,0,7,0
Riley Herbst,2025,7,6,0,0,0,6,0
Josh Berry,2025,7,5,0,0,0,5,0
Cole Custer,2025,7,6,0,0,0,4,2
Shane Van Gisbergen,2025,7,3,0,0,0,3,0
Casey Mears,2025,7,2,0,0,0,2,0
Burt Myers,2025,7,1,0,0,0,1,0
Austin Cindric,2025,7,1,0,0,0,1,0
Erik Jones,2025,7,1,0,0,0,1,0
Denny Hamlin,2025,8,48,1,0,5,40,8
William Byron,2025,8,56,0,2,2,35,20
Christopher Bell,2025,8,39,0,0,0,34,5
Tyler Reddick,2025,8,41,0,0,0,33,8
Ryan Blaney,2025,8,43,0,0,0,32,11
Chris Buescher,2025,8,38,0,0,0,31,7
Ross Chastain,2025,8,30,0,0,0,30,0
Chase Elliott,2025,8,29,0,0,0,29,0
Ty Gibbs,2025,8,32,0,0,0,28,4
Kyle Busch,2025,8,27,0,0,0,27,0
Austin Cindric,2025,8,29,0,0,0,26,3
Zane Smith,2025,8,27,0,0,0,25,2
Joey Logano,2025,8,33,0,0,0,24,9
Todd Gilliland,2025,8,23,0,0,0,23,0
Daniel Suarez,2025,8,22,0,0,0,22,0
Ty Dillon,2025,8,24,0,0,0,21,3
Erik Jones,2025,8,20,0,0,0,20,0
A.J. Allmendinger,2025,8,20,0,0,0,19,1
Noah Gragson,2025,8,18,0,0,0,18,0
Shane Van Gisbergen,2025,8,17,0,0,0,17,0
Bubba Wallace,2025,8,25,0,0,0,16,9
Cole Custer,2025,8,15,0,0,0,15,0
Austin Dillon,2025,8,14,0,0,0,14,0
Justin Haley,2025,8,13,0,0,0,13,0
Ricky Stenhouse Jr,2025,8,12,0,0,0,12,0
Ryan Preece,2025,8,19,0,0,0,11,8
Cody Ware,2025,8,10,0,0,0,10,0
Chase Briscoe,2025,8,9,0,0,0,9,0
Michael McDowell,2025,8,8,0,0,0,8,0
John H. Nemechek,2025,8,7,0,0,0,7,0
Austin Hill,2025,8,0,0,0,0,6,0
Carson Hocevar,2025,8,5,0,0,0,5,0
Brad Keselowski,2025,8,9,0,0,0,4,5
Riley Herbst,2025,8,3,0,0,0,3,0
Alex Bowman,2025,8,3,0,0,0,2,1
Josh Berry,2025,8,7,0,0,0,1,6
Kyle Larson,2025,8,1,0,0,0,1,0
J.J. Yeley,2025,8,1,0,0,0,1,0
Kyle Larson,2025,9,60,1,2,7,40,20
Denny Hamlin,2025,9,50,0,0,0,35,15
Ty Gibbs,2025,9,40,0,0,0,34,6
Chase Briscoe,2025,9,35,0,0,0,33,2
Ryan Blaney,2025,9,39,0,0,0,32,7
William Byron,2025,9,31,0,0,0,31,0
Ross Chastain,2025,9,30,0,0,0,30,0
Christopher Bell,2025,9,42,0,0,0,29,13
A.J. Allmendinger,2025,9,30,0,0,0,28,1
Austin Dillon,2025,9,27,0,0,0,27,0
Carson Hocevar,2025,9,39,0,0,0,26,13
Josh Berry,2025,9,25,0,0,0,25,0
Justin Haley,2025,9,37,0,0,0,24,13
Kyle Busch,2025,9,23,0,0,0,23,0
Chase Elliott,2025,9,22,0,0,0,22,0
Brad Keselowski,2025,9,21,0,0,0,21,0
Austin Cindric,2025,9,20,0,0,0,20,0
Tyler Reddick,2025,9,20,0,0,0,19,1
Bubba Wallace,2025,9,18,0,0,0,18,0
Ryan Preece,2025,9,17,0,0,0,17,0
John H. Nemechek,2025,9,16,0,0,0,16,0
Ricky Stenhouse Jr,2025,9,18,0,0,0,15,3
Noah Gragson,2025,9,14,0,0,0,14,0
Joey Logano,2025,9,13,0,0,0,13,0
Chris Buescher,2025,9,12,0,0,0,12,0
Erik Jones,2025,9,11,0,0,0,11,0
Zane Smith,2025,9,10,0,0,0,10,0
Riley Herbst,2025,9,9,0,0,0,9,0
Cole Custer,2025,9,8,0,0,0,8,0
Michael McDowell,2025,9,7,0,0,0,7,0
Jesse Love,2025,9,0,0,0,0,6,0
Ty Dillon,2025,9,5,0,0,0,5,0
Daniel Suarez,2025,9,4,0,0,0,4,0
Corey LaJoie,2025,9,3,0,0,0,3,0
Todd Gilliland,2025,9,2,0,0,0,2,0
Cody Ware,2025,9,1,0,0,0,1,0
Alex Bowman,2025,9,17,0,0,0,1,16
Shane Van Gisbergen,2025,9,1,0,0,0,1,0
Josh Bilicki,2025,9,0,0,0,0,1,0
